id_Participantes;;id_Acidente;;pessoas;;mortos;;feridos_leves;;feridos_graves;;ilesos;;ignorados;;feridos;;veiculos;;;
2303;,;2303;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;
2304;,;2304;,;5;,;0;,;3;,;0;,;2;,;0;,;3;,;3;");";;
2305;,;2305;,;1;,;0;,;0;,;0;,;1;,;0;,;0;,;1;");";;
2306;,;2306;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;
2307;,;2307;,;5;,;0;,;3;,;2;,;0;,;0;,;5;,;1;");";;
2308;,;2308;,;4;,;0;,;3;,;0;,;1;,;0;,;3;,;1;");";;
2309;,;2309;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;1;");";;
2310;,;2310;,;2;,;0;,;0;,;0;,;0;,;2;,;0;,;1;");";;
2311;,;2311;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;
2312;,;2312;,;1;,;0;,;0;,;0;,;1;,;0;,;0;,;1;");";;
2313;,;2313;,;1;,;0;,;0;,;0;,;1;,;0;,;0;,;1;");";;
2314;,;2314;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;
2315;,;2315;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;
2316;,;2316;,;9;,;0;,;1;,;0;,;8;,;0;,;1;,;2;");";;
2317;,;2317;,;5;,;0;,;1;,;0;,;4;,;0;,;1;,;2;");";;
2318;,;2318;,;5;,;0;,;2;,;0;,;3;,;0;,;2;,;3;");";;
2319;,;2319;,;9;,;0;,;9;,;0;,;0;,;0;,;9;,;2;");";;
2320;,;2320;,;1;,;0;,;0;,;0;,;0;,;1;,;0;,;1;");";;
2321;,;2321;,;3;,;0;,;1;,;0;,;2;,;0;,;1;,;2;");";;
2322;,;2322;,;1;,;1;,;0;,;0;,;0;,;0;,;0;,;1;");";;
2323;,;2323;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;
2324;,;2324;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;
2325;,;2325;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;
2326;,;2326;,;1;,;0;,;0;,;1;,;0;,;0;,;1;,;1;");";;
2327;,;2327;,;4;,;0;,;2;,;2;,;0;,;0;,;4;,;2;");";;
2328;,;2328;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;
2329;,;2329;,;2;,;0;,;2;,;0;,;0;,;0;,;2;,;2;");";;
2330;,;2330;,;2;,;0;,;0;,;1;,;1;,;0;,;1;,;2;");";;
2331;,;2331;,;2;,;0;,;2;,;0;,;0;,;0;,;2;,;1;");";;
2332;,;2332;,;4;,;0;,;1;,;0;,;3;,;0;,;1;,;2;");";;
2333;,;2333;,;5;,;0;,;1;,;0;,;4;,;0;,;1;,;1;");";;
2334;,;2334;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;
2335;,;2335;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;
2336;,;2336;,;2;,;0;,;1;,;1;,;0;,;0;,;2;,;1;");";;
2337;,;2337;,;1;,;0;,;0;,;0;,;1;,;0;,;0;,;1;");";;
2338;,;2338;,;1;,;0;,;0;,;1;,;0;,;0;,;1;,;1;");";;
2339;,;2339;,;2;,;0;,;1;,;1;,;0;,;0;,;2;,;1;");";;
2340;,;2340;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;
2341;,;2341;,;3;,;0;,;2;,;0;,;0;,;1;,;2;,;2;");";;
2342;,;2342;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;
2343;,;2343;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;
2344;,;2344;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;
2345;,;2345;,;3;,;0;,;0;,;0;,;2;,;1;,;0;,;3;");";;
2346;,;2346;,;9;,;0;,;5;,;1;,;3;,;0;,;6;,;3;");";;
2347;,;2347;,;2;,;0;,;0;,;1;,;1;,;0;,;1;,;2;");";;
2348;,;2348;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;
2349;,;2349;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;
2350;,;2350;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;
2351;,;2351;,;3;,;0;,;2;,;0;,;1;,;0;,;2;,;2;");";;
2352;,;2352;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;
2353;,;2353;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;
2354;,;2354;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;
2355;,;2355;,;2;,;0;,;1;,;1;,;0;,;0;,;2;,;2;");";;
2356;,;2356;,;6;,;0;,;2;,;0;,;4;,;0;,;2;,;2;");";;
2357;,;2357;,;5;,;0;,;5;,;0;,;0;,;0;,;5;,;2;");";;
2358;,;2358;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;
2359;,;2359;,;3;,;0;,;0;,;0;,;0;,;3;,;0;,;3;");";;
2360;,;2360;,;7;,;0;,;0;,;1;,;6;,;0;,;1;,;2;");";;
2361;,;2361;,;2;,;0;,;2;,;0;,;0;,;0;,;2;,;1;");";;
2362;,;2362;,;3;,;0;,;1;,;1;,;1;,;0;,;2;,;2;");";;
2363;,;2363;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;
2364;,;2364;,;1;,;0;,;0;,;0;,;1;,;0;,;0;,;1;");";;
2365;,;2365;,;3;,;0;,;0;,;0;,;2;,;1;,;0;,;2;");";;
2366;,;2366;,;2;,;1;,;0;,;0;,;0;,;1;,;0;,;1;");";;
2367;,;2367;,;3;,;0;,;2;,;0;,;0;,;1;,;2;,;2;");";;
2368;,;2368;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;
2369;,;2369;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;1;");";;
2370;,;2370;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;
2371;,;2371;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;
2372;,;2372;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;
2373;,;2373;,;1;,;0;,;0;,;0;,;1;,;0;,;0;,;1;");";;
2374;,;2374;,;3;,;0;,;2;,;0;,;1;,;0;,;2;,;2;");";;
2375;,;2375;,;2;,;0;,;0;,;1;,;1;,;0;,;1;,;2;");";;
2376;,;2376;,;2;,;0;,;2;,;0;,;0;,;0;,;2;,;1;");";;
2377;,;2377;,;3;,;0;,;1;,;0;,;2;,;0;,;1;,;2;");";;
2378;,;2378;,;3;,;2;,;0;,;1;,;0;,;0;,;1;,;1;");";;
2379;,;2379;,;4;,;0;,;3;,;0;,;1;,;0;,;3;,;2;");";;
2380;,;2380;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;
2381;,;2381;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;
2382;,;2382;,;2;,;0;,;0;,;0;,;2;,;0;,;0;,;2;");";;
2383;,;2383;,;3;,;0;,;2;,;0;,;1;,;0;,;2;,;2;");";;
2384;,;2384;,;2;,;0;,;0;,;1;,;1;,;0;,;1;,;2;");";;
2385;,;2385;,;2;,;0;,;0;,;1;,;1;,;0;,;1;,;2;");";;
2386;,;2386;,;2;,;0;,;0;,;1;,;1;,;0;,;1;,;2;");";;
2387;,;2387;,;2;,;0;,;0;,;1;,;1;,;0;,;1;,;2;");";;
2388;,;2388;,;4;,;0;,;2;,;0;,;2;,;0;,;2;,;2;");";;
2389;,;2389;,;2;,;0;,;0;,;1;,;1;,;0;,;1;,;1;");";;
2390;,;2390;,;2;,;1;,;0;,;1;,;0;,;0;,;1;,;1;");";;
2391;,;2391;,;7;,;0;,;3;,;1;,;3;,;0;,;4;,;2;");";;
2392;,;2392;,;2;,;0;,;2;,;0;,;0;,;0;,;2;,;1;");";;
2393;,;2393;,;2;,;0;,;0;,;1;,;1;,;0;,;1;,;2;");";;
2394;,;2394;,;1;,;0;,;0;,;1;,;0;,;0;,;1;,;1;");";;
2395;,;2395;,;2;,;0;,;0;,;1;,;0;,;1;,;1;,;1;");";;
2396;,;2396;,;3;,;0;,;1;,;1;,;1;,;0;,;2;,;2;");";;
2397;,;2397;,;3;,;0;,;1;,;2;,;0;,;0;,;3;,;2;");";;
2398;,;2398;,;2;,;0;,;1;,;1;,;0;,;0;,;2;,;1;");";;
2399;,;2399;,;3;,;1;,;0;,;0;,;2;,;0;,;0;,;2;");";;
2400;,;2400;,;2;,;0;,;0;,;1;,;1;,;0;,;1;,;1;");";;
2401;,;2401;,;1;,;0;,;0;,;0;,;1;,;0;,;0;,;1;");";;
2402;,;2402;,;3;,;0;,;0;,;0;,;0;,;3;,;0;,;1;");";;
2403;,;2403;,;5;,;0;,;1;,;1;,;3;,;0;,;2;,;3;");";;
2404;,;2404;,;2;,;1;,;0;,;1;,;0;,;0;,;1;,;1;");";;
2405;,;2405;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;
2406;,;2406;,;2;,;1;,;0;,;0;,;0;,;1;,;0;,;1;");";;
2407;,;2407;,;2;,;0;,;0;,;1;,;1;,;0;,;1;,;1;");";;
2408;,;2408;,;2;,;0;,;2;,;0;,;0;,;0;,;2;,;1;");";;
2409;,;2409;,;4;,;0;,;1;,;0;,;3;,;0;,;1;,;3;");";;
2410;,;2410;,;1;,;0;,;0;,;0;,;1;,;0;,;0;,;1;");";;
2411;,;2411;,;5;,;0;,;0;,;1;,;2;,;2;,;1;,;2;");";;
2412;,;2412;,;2;,;0;,;1;,;1;,;0;,;0;,;2;,;1;");";;
2413;,;2413;,;3;,;0;,;1;,;2;,;0;,;0;,;3;,;2;");";;
2414;,;2414;,;2;,;0;,;2;,;0;,;0;,;0;,;2;,;1;");";;
2415;,;2415;,;4;,;0;,;4;,;0;,;0;,;0;,;4;,;1;");";;
2416;,;2416;,;31;,;1;,;9;,;2;,;16;,;3;,;11;,;1;");";;
2417;,;2417;,;1;,;0;,;0;,;0;,;1;,;0;,;0;,;1;");";;
2418;,;2418;,;6;,;0;,;2;,;3;,;0;,;1;,;5;,;1;");";;
2419;,;2419;,;4;,;0;,;2;,;0;,;2;,;0;,;2;,;3;");";;
2420;,;2420;,;5;,;0;,;2;,;2;,;1;,;0;,;4;,;1;");";;
2421;,;2421;,;3;,;0;,;1;,;0;,;2;,;0;,;1;,;2;");";;
2422;,;2422;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;
2423;,;2423;,;1;,;0;,;0;,;1;,;0;,;0;,;1;,;1;");";;
2424;,;2424;,;4;,;0;,;1;,;3;,;0;,;0;,;4;,;1;");";;
2425;,;2425;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;
2426;,;2426;,;1;,;0;,;0;,;1;,;0;,;0;,;1;,;1;");";;
2427;,;2427;,;3;,;0;,;1;,;1;,;1;,;0;,;2;,;2;");";;
2428;,;2428;,;3;,;0;,;3;,;0;,;0;,;0;,;3;,;1;");";;
2429;,;2429;,;23;,;1;,;21;,;1;,;0;,;0;,;22;,;2;");";;
2430;,;2430;,;3;,;0;,;2;,;0;,;1;,;0;,;2;,;2;");";;
2431;,;2431;,;2;,;0;,;2;,;0;,;0;,;0;,;2;,;1;");";;
2432;,;2432;,;2;,;0;,;2;,;0;,;0;,;0;,;2;,;2;");";;
2433;,;2433;,;6;,;0;,;3;,;0;,;3;,;0;,;3;,;5;");";;
2434;,;2434;,;3;,;0;,;0;,;2;,;0;,;1;,;2;,;1;");";;
2435;,;2435;,;3;,;0;,;1;,;1;,;1;,;0;,;2;,;2;");";;
2436;,;2436;,;2;,;0;,;0;,;1;,;1;,;0;,;1;,;2;");";;
2437;,;2437;,;6;,;0;,;1;,;0;,;4;,;1;,;1;,;1;");";;
2438;,;2438;,;3;,;0;,;1;,;1;,;1;,;0;,;2;,;2;");";;
2439;,;2439;,;4;,;0;,;1;,;1;,;1;,;1;,;2;,;2;");";;
2440;,;2440;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;
2441;,;2441;,;5;,;0;,;1;,;1;,;1;,;2;,;2;,;2;");";;
2442;,;2442;,;2;,;0;,;0;,;1;,;1;,;0;,;1;,;2;");";;
2443;,;2443;,;3;,;0;,;2;,;0;,;0;,;1;,;2;,;2;");";;
2444;,;2444;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;1;");";;
2445;,;2445;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;
2446;,;2446;,;1;,;1;,;0;,;0;,;0;,;0;,;0;,;1;");";;
2447;,;2447;,;2;,;0;,;0;,;1;,;1;,;0;,;1;,;2;");";;
2448;,;2448;,;1;,;0;,;0;,;0;,;1;,;0;,;0;,;1;");";;
2449;,;2449;,;2;,;0;,;0;,;0;,;2;,;0;,;0;,;2;");";;
2450;,;2450;,;3;,;0;,;3;,;0;,;0;,;0;,;3;,;1;");";;
2451;,;2451;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;
2452;,;2452;,;2;,;1;,;0;,;0;,;1;,;0;,;0;,;2;");";;
2453;,;2453;,;2;,;0;,;1;,;1;,;0;,;0;,;2;,;2;");";;
2454;,;2454;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;
2455;,;2455;,;6;,;0;,;3;,;2;,;0;,;1;,;5;,;2;");";;
2456;,;2456;,;2;,;0;,;1;,;0;,;0;,;1;,;1;,;1;");";;
2457;,;2457;,;4;,;0;,;1;,;0;,;3;,;0;,;1;,;1;");";;
2458;,;2458;,;2;,;0;,;0;,;1;,;0;,;1;,;1;,;1;");";;
2459;,;2459;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;
2460;,;2460;,;2;,;0;,;0;,;0;,;2;,;0;,;0;,;2;");";;
2461;,;2461;,;3;,;0;,;1;,;1;,;1;,;0;,;2;,;2;");";;
2462;,;2462;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;
2463;,;2463;,;2;,;0;,;0;,;1;,;1;,;0;,;1;,;2;");";;
2464;,;2464;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;
2465;,;2465;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;
2466;,;2466;,;1;,;0;,;0;,;1;,;0;,;0;,;1;,;1;");";;
2467;,;2467;,;5;,;0;,;4;,;1;,;0;,;0;,;5;,;1;");";;
2468;,;2468;,;5;,;0;,;1;,;0;,;4;,;0;,;1;,;2;");";;
2469;,;2469;,;2;,;0;,;0;,;0;,;1;,;1;,;0;,;2;");";;
2470;,;2470;,;2;,;1;,;0;,;0;,;0;,;1;,;0;,;1;");";;
2471;,;2471;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;
2472;,;2472;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;
2473;,;2473;,;4;,;0;,;3;,;0;,;1;,;0;,;3;,;1;");";;
2474;,;2474;,;2;,;0;,;0;,;1;,;1;,;0;,;1;,;1;");";;
2475;,;2475;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;
2476;,;2476;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;
2477;,;2477;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;1;");";;
2478;,;2478;,;3;,;0;,;1;,;0;,;2;,;0;,;1;,;3;");";;
2479;,;2479;,;2;,;0;,;0;,;1;,;1;,;0;,;1;,;1;");";;
2480;,;2480;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;
2481;,;2481;,;2;,;0;,;0;,;0;,;1;,;1;,;0;,;1;");";;
2482;,;2482;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;
2483;,;2483;,;1;,;0;,;0;,;1;,;0;,;0;,;1;,;1;");";;
2484;,;2484;,;3;,;0;,;1;,;0;,;2;,;0;,;1;,;2;");";;
2485;,;2485;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;1;");";;
2486;,;2486;,;1;,;0;,;0;,;1;,;0;,;0;,;1;,;1;");";;
2487;,;2487;,;2;,;0;,;0;,;0;,;2;,;0;,;0;,;2;");";;
2488;,;2488;,;1;,;0;,;0;,;1;,;0;,;0;,;1;,;1;");";;
2489;,;2489;,;4;,;0;,;1;,;0;,;3;,;0;,;1;,;2;");";;
2490;,;2490;,;1;,;0;,;0;,;0;,;1;,;0;,;0;,;1;");";;
2491;,;2491;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;
2492;,;2492;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;
2493;,;2493;,;2;,;0;,;0;,;2;,;0;,;0;,;2;,;1;");";;
2494;,;2494;,;3;,;0;,;0;,;1;,;2;,;0;,;1;,;2;");";;
2495;,;2495;,;2;,;0;,;0;,;0;,;2;,;0;,;0;,;2;");";;
2496;,;2496;,;1;,;0;,;0;,;1;,;0;,;0;,;1;,;1;");";;
2497;,;2497;,;2;,;0;,;0;,;1;,;1;,;0;,;1;,;2;");";;
2498;,;2498;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;
2499;,;2499;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;
2500;,;2500;,;2;,;0;,;0;,;1;,;1;,;0;,;1;,;2;");";;
2501;,;2501;,;2;,;0;,;0;,;0;,;1;,;1;,;0;,;2;");";;
2502;,;2502;,;1;,;0;,;0;,;1;,;0;,;0;,;1;,;1;");";;
2503;,;2503;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;
2504;,;2504;,;9;,;0;,;2;,;0;,;7;,;0;,;2;,;4;");";;
2505;,;2505;,;3;,;0;,;0;,;1;,;1;,;1;,;1;,;2;");";;
2506;,;2506;,;2;,;0;,;2;,;0;,;0;,;0;,;2;,;1;");";;
2507;,;2507;,;2;,;0;,;0;,;0;,;2;,;0;,;0;,;2;");";;
2508;,;2508;,;3;,;0;,;0;,;0;,;1;,;2;,;0;,;1;");";;
2509;,;2509;,;2;,;0;,;0;,;0;,;2;,;0;,;0;,;2;");";;
2510;,;2510;,;2;,;0;,;0;,;0;,;2;,;0;,;0;,;2;");";;
2511;,;2511;,;2;,;0;,;2;,;0;,;0;,;0;,;2;,;1;");";;
2512;,;2512;,;5;,;1;,;0;,;0;,;4;,;0;,;0;,;2;");";;
2513;,;2513;,;2;,;0;,;0;,;0;,;2;,;0;,;0;,;2;");";;
2514;,;2514;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;
2515;,;2515;,;3;,;0;,;2;,;0;,;0;,;1;,;2;,;1;");";;
2516;,;2516;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;
2517;,;2517;,;2;,;0;,;2;,;0;,;0;,;0;,;2;,;1;");";;
2518;,;2518;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;
2519;,;2519;,;5;,;1;,;3;,;0;,;1;,;0;,;3;,;1;");";;
2520;,;2520;,;2;,;1;,;0;,;0;,;1;,;0;,;0;,;2;");";;
2521;,;2521;,;2;,;0;,;2;,;0;,;0;,;0;,;2;,;1;");";;
2522;,;2522;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;
2523;,;2523;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;
2524;,;2524;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;
2525;,;2525;,;1;,;0;,;0;,;1;,;0;,;0;,;1;,;1;");";;
2526;,;2526;,;1;,;0;,;0;,;0;,;1;,;0;,;0;,;1;");";;
2527;,;2527;,;2;,;0;,;0;,;1;,;1;,;0;,;1;,;1;");";;
2528;,;2528;,;1;,;1;,;0;,;0;,;0;,;0;,;0;,;1;");";;
2529;,;2529;,;3;,;0;,;0;,;0;,;3;,;0;,;0;,;1;");";;
2530;,;2530;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;
2531;,;2531;,;4;,;0;,;1;,;0;,;1;,;2;,;1;,;1;");";;
2532;,;2532;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;1;");";;
2533;,;2533;,;3;,;0;,;0;,;1;,;0;,;2;,;1;,;1;");";;
2534;,;2534;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;
2535;,;2535;,;4;,;0;,;2;,;1;,;1;,;0;,;3;,;2;");";;
2536;,;2536;,;3;,;0;,;1;,;0;,;2;,;0;,;1;,;2;");";;
2537;,;2537;,;1;,;0;,;0;,;1;,;0;,;0;,;1;,;1;");";;
2538;,;2538;,;5;,;0;,;1;,;0;,;4;,;0;,;1;,;2;");";;
2539;,;2539;,;1;,;0;,;0;,;0;,;1;,;0;,;0;,;1;");";;
2540;,;2540;,;2;,;0;,;1;,;0;,;0;,;1;,;1;,;2;");";;
2541;,;2541;,;2;,;0;,;0;,;0;,;2;,;0;,;0;,;2;");";;
2542;,;2542;,;1;,;0;,;0;,;1;,;0;,;0;,;1;,;1;");";;
2543;,;2543;,;1;,;0;,;0;,;0;,;0;,;1;,;0;,;1;");";;
2544;,;2544;,;6;,;2;,;1;,;0;,;3;,;0;,;1;,;2;");";;
2545;,;2545;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;
2546;,;2546;,;4;,;0;,;0;,;2;,;0;,;2;,;2;,;1;");";;
2547;,;2547;,;3;,;1;,;1;,;1;,;0;,;0;,;2;,;1;");";;
2548;,;2548;,;2;,;0;,;0;,;1;,;1;,;0;,;1;,;2;");";;
2549;,;2549;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;
2550;,;2550;,;2;,;0;,;0;,;0;,;2;,;0;,;0;,;2;");";;
2551;,;2551;,;5;,;0;,;2;,;0;,;3;,;0;,;2;,;2;");";;
2552;,;2552;,;3;,;0;,;1;,;0;,;2;,;0;,;1;,;2;");";;
2553;,;2553;,;6;,;0;,;0;,;0;,;6;,;0;,;0;,;6;");";;
2554;,;2554;,;2;,;0;,;0;,;1;,;0;,;1;,;1;,;2;");";;
2555;,;2555;,;2;,;0;,;0;,;1;,;1;,;0;,;1;,;2;");";;
2556;,;2556;,;2;,;0;,;2;,;0;,;0;,;0;,;2;,;1;");";;
2557;,;2557;,;1;,;0;,;0;,;0;,;1;,;0;,;0;,;1;");";;
2558;,;2558;,;3;,;1;,;0;,;0;,;2;,;0;,;0;,;1;");";;
2559;,;2559;,;2;,;0;,;0;,;0;,;2;,;0;,;0;,;2;");";;
2560;,;2560;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;1;");";;
2561;,;2561;,;2;,;0;,;0;,;0;,;2;,;0;,;0;,;1;");";;
2562;,;2562;,;1;,;0;,;0;,;0;,;1;,;0;,;0;,;1;");";;
2563;,;2563;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;
2564;,;2564;,;2;,;0;,;2;,;0;,;0;,;0;,;2;,;1;");";;
2565;,;2565;,;2;,;0;,;0;,;0;,;2;,;0;,;0;,;2;");";;
2566;,;2566;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;1;");";;
2567;,;2567;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;
2568;,;2568;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;
2569;,;2569;,;1;,;0;,;0;,;0;,;1;,;0;,;0;,;1;");";;
2570;,;2570;,;3;,;0;,;3;,;0;,;0;,;0;,;3;,;2;");";;
2571;,;2571;,;2;,;0;,;0;,;0;,;2;,;0;,;0;,;2;");";;
2572;,;2572;,;2;,;0;,;0;,;0;,;1;,;1;,;0;,;2;");";;
2573;,;2573;,;3;,;0;,;2;,;0;,;1;,;0;,;2;,;2;");";;
2574;,;2574;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;
2575;,;2575;,;3;,;0;,;1;,;0;,;2;,;0;,;1;,;2;");";;
2576;,;2576;,;2;,;0;,;0;,;0;,;2;,;0;,;0;,;2;");";;
2577;,;2577;,;1;,;0;,;0;,;0;,;1;,;0;,;0;,;1;");";;
2578;,;2578;,;1;,;0;,;0;,;0;,;1;,;0;,;0;,;1;");";;
2579;,;2579;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;
2580;,;2580;,;7;,;0;,;5;,;0;,;2;,;0;,;5;,;2;");";;
2581;,;2581;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;
2582;,;2582;,;2;,;0;,;0;,;0;,;2;,;0;,;0;,;2;");";;
2583;,;2583;,;2;,;0;,;1;,;0;,;0;,;1;,;1;,;2;");";;
2584;,;2584;,;2;,;0;,;2;,;0;,;0;,;0;,;2;,;1;");";;
2585;,;2585;,;3;,;0;,;1;,;2;,;0;,;0;,;3;,;2;");";;
2586;,;2586;,;3;,;0;,;1;,;0;,;2;,;0;,;1;,;3;");";;
2587;,;2587;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;
2588;,;2588;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;1;");";;
2589;,;2589;,;1;,;0;,;0;,;1;,;0;,;0;,;1;,;1;");";;
2590;,;2590;,;2;,;0;,;0;,;0;,;1;,;1;,;0;,;2;");";;
2591;,;2591;,;6;,;0;,;6;,;0;,;0;,;0;,;6;,;2;");";;
2592;,;2592;,;4;,;0;,;2;,;0;,;2;,;0;,;2;,;2;");";;
2593;,;2593;,;2;,;0;,;1;,;0;,;0;,;1;,;1;,;1;");";;
2594;,;2594;,;4;,;0;,;4;,;0;,;0;,;0;,;4;,;1;");";;
2595;,;2595;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;
2596;,;2596;,;2;,;0;,;0;,;0;,;2;,;0;,;0;,;2;");";;
2597;,;2597;,;4;,;0;,;1;,;0;,;3;,;0;,;1;,;2;");";;
2598;,;2598;,;4;,;0;,;2;,;1;,;1;,;0;,;3;,;2;");";;
2599;,;2599;,;2;,;0;,;1;,;0;,;0;,;1;,;1;,;1;");";;
2600;,;2600;,;2;,;0;,;0;,;0;,;2;,;0;,;0;,;2;");";;
2601;,;2601;,;2;,;0;,;0;,;0;,;2;,;0;,;0;,;2;");";;
2602;,;2602;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;
2603;,;2603;,;5;,;0;,;1;,;2;,;2;,;0;,;3;,;2;");";;
2604;,;2604;,;3;,;0;,;3;,;0;,;0;,;0;,;3;,;2;");";;
2605;,;2605;,;2;,;0;,;0;,;1;,;1;,;0;,;1;,;1;");";;
2606;,;2606;,;3;,;0;,;1;,;0;,;2;,;0;,;1;,;2;");";;
2607;,;2607;,;2;,;0;,;2;,;0;,;0;,;0;,;2;,;2;");";;
2608;,;2608;,;2;,;0;,;2;,;0;,;0;,;0;,;2;,;1;");";;
2609;,;2609;,;5;,;0;,;2;,;0;,;3;,;0;,;2;,;2;");";;
2610;,;2610;,;5;,;0;,;1;,;0;,;4;,;0;,;1;,;4;");";;
2611;,;2611;,;3;,;0;,;3;,;0;,;0;,;0;,;3;,;1;");";;
2612;,;2612;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;
2613;,;2613;,;5;,;0;,;2;,;0;,;3;,;0;,;2;,;3;");";;
2614;,;2614;,;2;,;0;,;2;,;0;,;0;,;0;,;2;,;1;");";;
2615;,;2615;,;3;,;0;,;2;,;1;,;0;,;0;,;3;,;1;");";;
2616;,;2616;,;1;,;0;,;0;,;0;,;1;,;0;,;0;,;1;");";;
2617;,;2617;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;
2618;,;2618;,;3;,;0;,;0;,;1;,;2;,;0;,;1;,;1;");";;
