id_Participantes;;id_Acidente;;pessoas;;mortos;;feridos_leves;;feridos_graves;;ilesos;;ignorados;;feridos;;veiculos;;;
1021;,;1021;,;1;,;0;,;0;,;0;,;1;,;0;,;0;,;1;");";;
1022;,;1022;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;
1023;,;1023;,;1;,;0;,;0;,;1;,;0;,;0;,;1;,;1;");";;
1024;,;1024;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;
1025;,;1025;,;3;,;0;,;0;,;0;,;2;,;1;,;0;,;3;");";;
1026;,;1026;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;
1027;,;1027;,;4;,;1;,;0;,;0;,;2;,;1;,;0;,;3;");";;
1028;,;1028;,;7;,;0;,;0;,;2;,;4;,;1;,;2;,;4;");";;
1029;,;1029;,;6;,;0;,;1;,;0;,;4;,;1;,;1;,;2;");";;
1030;,;1030;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;
1031;,;1031;,;2;,;0;,;0;,;1;,;1;,;0;,;1;,;2;");";;
1032;,;1032;,;2;,;0;,;0;,;0;,;2;,;0;,;0;,;2;");";;
1033;,;1033;,;3;,;1;,;0;,;0;,;2;,;0;,;0;,;2;");";;
1034;,;1034;,;3;,;0;,;3;,;0;,;0;,;0;,;3;,;1;");";;
1035;,;1035;,;2;,;0;,;0;,;1;,;1;,;0;,;1;,;2;");";;
1036;,;1036;,;3;,;0;,;0;,;1;,;2;,;0;,;1;,;2;");";;
1037;,;1037;,;3;,;0;,;0;,;0;,;3;,;0;,;0;,;3;");";;
1038;,;1038;,;9;,;1;,;4;,;3;,;0;,;1;,;7;,;2;");";;
1039;,;1039;,;3;,;0;,;0;,;0;,;2;,;1;,;0;,;2;");";;
1040;,;1040;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;
1041;,;1041;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;
1042;,;1042;,;2;,;0;,;0;,;1;,;1;,;0;,;1;,;2;");";;
1043;,;1043;,;6;,;0;,;2;,;0;,;4;,;0;,;2;,;3;");";;
1044;,;1044;,;3;,;0;,;2;,;0;,;1;,;0;,;2;,;2;");";;
1045;,;1045;,;2;,;0;,;1;,;0;,;0;,;1;,;1;,;1;");";;
1046;,;1046;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;
1047;,;1047;,;4;,;0;,;0;,;1;,;3;,;0;,;1;,;2;");";;
1048;,;1048;,;3;,;0;,;1;,;0;,;2;,;0;,;1;,;2;");";;
1049;,;1049;,;3;,;2;,;0;,;0;,;1;,;0;,;0;,;3;");";;
1050;,;1050;,;4;,;0;,;0;,;2;,;1;,;1;,;2;,;2;");";;
1051;,;1051;,;3;,;0;,;1;,;0;,;2;,;0;,;1;,;3;");";;
1052;,;1052;,;3;,;0;,;0;,;0;,;2;,;1;,;0;,;3;");";;
1053;,;1053;,;1;,;0;,;0;,;0;,;1;,;0;,;0;,;1;");";;
1054;,;1054;,;5;,;0;,;1;,;1;,;3;,;0;,;2;,;2;");";;
1055;,;1055;,;1;,;0;,;0;,;0;,;1;,;0;,;0;,;1;");";;
1056;,;1056;,;5;,;0;,;3;,;0;,;2;,;0;,;3;,;3;");";;
1057;,;1057;,;4;,;0;,;1;,;0;,;3;,;0;,;1;,;3;");";;
1058;,;1058;,;2;,;0;,;2;,;0;,;0;,;0;,;2;,;2;");";;
1059;,;1059;,;3;,;0;,;1;,;0;,;2;,;0;,;1;,;2;");";;
1060;,;1060;,;3;,;0;,;0;,;1;,;2;,;0;,;1;,;2;");";;
1061;,;1061;,;5;,;0;,;3;,;0;,;2;,;0;,;3;,;2;");";;
1062;,;1062;,;1;,;0;,;0;,;1;,;0;,;0;,;1;,;1;");";;
1063;,;1063;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;
1064;,;1064;,;3;,;0;,;1;,;0;,;2;,;0;,;1;,;2;");";;
1065;,;1065;,;5;,;0;,;1;,;0;,;4;,;0;,;1;,;5;");";;
1066;,;1066;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;
1067;,;1067;,;2;,;1;,;0;,;0;,;1;,;0;,;0;,;2;");";;
1068;,;1068;,;1;,;0;,;0;,;0;,;1;,;0;,;0;,;1;");";;
1069;,;1069;,;2;,;0;,;0;,;0;,;1;,;1;,;0;,;2;");";;
1070;,;1070;,;5;,;1;,;0;,;1;,;3;,;0;,;1;,;3;");";;
1071;,;1071;,;1;,;0;,;0;,;0;,;1;,;0;,;0;,;1;");";;
1072;,;1072;,;5;,;0;,;1;,;0;,;4;,;0;,;1;,;3;");";;
1073;,;1073;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;
1074;,;1074;,;1;,;0;,;0;,;0;,;1;,;0;,;0;,;1;");";;
1075;,;1075;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;
1076;,;1076;,;1;,;0;,;0;,;0;,;1;,;0;,;0;,;1;");";;
1077;,;1077;,;1;,;0;,;0;,;0;,;0;,;1;,;0;,;1;");";;
1078;,;1078;,;3;,;0;,;0;,;0;,;3;,;0;,;0;,;3;");";;
1079;,;1079;,;3;,;1;,;0;,;0;,;1;,;1;,;0;,;2;");";;
1080;,;1080;,;2;,;0;,;0;,;1;,;1;,;0;,;1;,;2;");";;
1081;,;1081;,;3;,;0;,;2;,;0;,;1;,;0;,;2;,;2;");";;
1082;,;1082;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;
1083;,;1083;,;7;,;0;,;0;,;0;,;6;,;1;,;0;,;2;");";;
1084;,;1084;,;1;,;0;,;0;,;0;,;1;,;0;,;0;,;1;");";;
1085;,;1085;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;
1086;,;1086;,;1;,;0;,;0;,;0;,;1;,;0;,;0;,;1;");";;
1087;,;1087;,;2;,;0;,;0;,;0;,;2;,;0;,;0;,;2;");";;
1088;,;1088;,;4;,;0;,;2;,;0;,;2;,;0;,;2;,;2;");";;
1089;,;1089;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;
1090;,;1090;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;
1091;,;1091;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;
1092;,;1092;,;3;,;0;,;0;,;0;,;3;,;0;,;0;,;2;");";;
1093;,;1093;,;2;,;0;,;0;,;0;,;2;,;0;,;0;,;2;");";;
1094;,;1094;,;2;,;0;,;0;,;0;,;1;,;1;,;0;,;2;");";;
1095;,;1095;,;1;,;0;,;0;,;0;,;1;,;0;,;0;,;1;");";;
1096;,;1096;,;1;,;0;,;0;,;0;,;1;,;0;,;0;,;1;");";;
1097;,;1097;,;5;,;0;,;2;,;0;,;3;,;0;,;2;,;3;");";;
1098;,;1098;,;4;,;0;,;2;,;0;,;1;,;1;,;2;,;2;");";;
1099;,;1099;,;2;,;0;,;0;,;1;,;1;,;0;,;1;,;2;");";;
1100;,;1100;,;3;,;0;,;1;,;0;,;2;,;0;,;1;,;3;");";;
1101;,;1101;,;3;,;0;,;0;,;0;,;3;,;0;,;0;,;3;");";;
1102;,;1102;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;
1103;,;1103;,;2;,;0;,;0;,;1;,;1;,;0;,;1;,;1;");";;
1104;,;1104;,;1;,;0;,;0;,;0;,;1;,;0;,;0;,;1;");";;
1105;,;1105;,;2;,;0;,;2;,;0;,;0;,;0;,;2;,;2;");";;
1106;,;1106;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;
1107;,;1107;,;3;,;0;,;1;,;0;,;2;,;0;,;1;,;2;");";;
1108;,;1108;,;6;,;0;,;4;,;1;,;1;,;0;,;5;,;2;");";;
1109;,;1109;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;
1110;,;1110;,;1;,;0;,;0;,;0;,;1;,;0;,;0;,;1;");";;
1111;,;1111;,;1;,;0;,;0;,;1;,;0;,;0;,;1;,;1;");";;
1112;,;1112;,;2;,;1;,;0;,;1;,;0;,;0;,;1;,;2;");";;
1113;,;1113;,;2;,;0;,;2;,;0;,;0;,;0;,;2;,;2;");";;
1114;,;1114;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;
1115;,;1115;,;3;,;0;,;1;,;0;,;2;,;0;,;1;,;2;");";;
1116;,;1116;,;1;,;1;,;0;,;0;,;0;,;0;,;0;,;1;");";;
1117;,;1117;,;2;,;1;,;0;,;0;,;0;,;1;,;0;,;1;");";;
1118;,;1118;,;2;,;0;,;0;,;0;,;1;,;1;,;0;,;2;");";;
1119;,;1119;,;2;,;0;,;0;,;1;,;1;,;0;,;1;,;2;");";;
1120;,;1120;,;1;,;0;,;0;,;0;,;1;,;0;,;0;,;1;");";;
1121;,;1121;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;
1122;,;1122;,;2;,;0;,;0;,;0;,;2;,;0;,;0;,;2;");";;
1123;,;1123;,;3;,;0;,;2;,;0;,;1;,;0;,;2;,;2;");";;
1124;,;1124;,;1;,;0;,;0;,;0;,;1;,;0;,;0;,;1;");";;
1125;,;1125;,;3;,;0;,;2;,;0;,;1;,;0;,;2;,;2;");";;
1126;,;1126;,;1;,;0;,;0;,;0;,;1;,;0;,;0;,;1;");";;
1127;,;1127;,;1;,;0;,;0;,;0;,;1;,;0;,;0;,;1;");";;
1128;,;1128;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;
1129;,;1129;,;2;,;0;,;0;,;0;,;2;,;0;,;0;,;2;");";;
1130;,;1130;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;
1131;,;1131;,;3;,;0;,;0;,;0;,;1;,;2;,;0;,;2;");";;
1132;,;1132;,;5;,;0;,;2;,;3;,;0;,;0;,;5;,;2;");";;
1133;,;1133;,;6;,;0;,;3;,;0;,;2;,;1;,;3;,;2;");";;
1134;,;1134;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;
1135;,;1135;,;8;,;0;,;2;,;0;,;6;,;0;,;2;,;7;");";;
1136;,;1136;,;2;,;0;,;0;,;0;,;2;,;0;,;0;,;2;");";;
1137;,;1137;,;8;,;0;,;1;,;1;,;3;,;3;,;2;,;7;");";;
1138;,;1138;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;
1139;,;1139;,;1;,;0;,;0;,;1;,;0;,;0;,;1;,;1;");";;
1140;,;1140;,;1;,;0;,;0;,;0;,;1;,;0;,;0;,;1;");";;
1141;,;1141;,;3;,;0;,;0;,;1;,;1;,;1;,;1;,;2;");";;
1142;,;1142;,;2;,;0;,;0;,;0;,;1;,;1;,;0;,;2;");";;
1143;,;1143;,;5;,;0;,;2;,;2;,;1;,;0;,;4;,;3;");";;
1144;,;1144;,;3;,;0;,;0;,;0;,;3;,;0;,;0;,;2;");";;
1145;,;1145;,;3;,;0;,;0;,;1;,;1;,;1;,;1;,;3;");";;
1146;,;1146;,;1;,;0;,;0;,;0;,;1;,;0;,;0;,;1;");";;
1147;,;1147;,;7;,;0;,;3;,;0;,;3;,;1;,;3;,;3;");";;
1148;,;1148;,;2;,;0;,;0;,;0;,;2;,;0;,;0;,;2;");";;
1149;,;1149;,;1;,;0;,;0;,;1;,;0;,;0;,;1;,;1;");";;
1150;,;1150;,;1;,;0;,;0;,;0;,;1;,;0;,;0;,;1;");";;
1151;,;1151;,;2;,;0;,;0;,;0;,;2;,;0;,;0;,;2;");";;
1152;,;1152;,;4;,;0;,;1;,;1;,;2;,;0;,;2;,;2;");";;
1153;,;1153;,;1;,;0;,;0;,;1;,;0;,;0;,;1;,;1;");";;
1154;,;1154;,;1;,;0;,;0;,;1;,;0;,;0;,;1;,;1;");";;
1155;,;1155;,;2;,;0;,;0;,;0;,;2;,;0;,;0;,;1;");";;
1156;,;1156;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;
1157;,;1157;,;1;,;0;,;0;,;0;,;0;,;1;,;0;,;1;");";;
1158;,;1158;,;3;,;0;,;3;,;0;,;0;,;0;,;3;,;1;");";;
1159;,;1159;,;2;,;0;,;0;,;0;,;2;,;0;,;0;,;2;");";;
1160;,;1160;,;3;,;0;,;2;,;0;,;1;,;0;,;2;,;2;");";;
1161;,;1161;,;9;,;7;,;0;,;2;,;0;,;0;,;2;,;2;");";;
1162;,;1162;,;1;,;0;,;0;,;0;,;1;,;0;,;0;,;1;");";;
1163;,;1163;,;3;,;0;,;1;,;0;,;2;,;0;,;1;,;3;");";;
1164;,;1164;,;3;,;0;,;0;,;0;,;2;,;1;,;0;,;3;");";;
1165;,;1165;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;1;");";;
1166;,;1166;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;
1167;,;1167;,;3;,;0;,;2;,;0;,;1;,;0;,;2;,;2;");";;
1168;,;1168;,;6;,;0;,;4;,;0;,;2;,;0;,;4;,;3;");";;
1169;,;1169;,;3;,;0;,;0;,;0;,;3;,;0;,;0;,;1;");";;
1170;,;1170;,;5;,;0;,;1;,;0;,;4;,;0;,;1;,;1;");";;
1171;,;1171;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;
1172;,;1172;,;2;,;0;,;0;,;0;,;2;,;0;,;0;,;2;");";;
1173;,;1173;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;
1174;,;1174;,;1;,;0;,;0;,;0;,;1;,;0;,;0;,;1;");";;
1175;,;1175;,;3;,;0;,;0;,;0;,;3;,;0;,;0;,;2;");";;
1176;,;1176;,;9;,;5;,;2;,;2;,;0;,;0;,;4;,;2;");";;
1177;,;1177;,;4;,;0;,;0;,;4;,;0;,;0;,;4;,;1;");";;
1178;,;1178;,;6;,;0;,;1;,;1;,;4;,;0;,;2;,;2;");";;
1179;,;1179;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;
1180;,;1180;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;
1181;,;1181;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;
1182;,;1182;,;2;,;0;,;2;,;0;,;0;,;0;,;2;,;1;");";;
1183;,;1183;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;
1184;,;1184;,;6;,;0;,;1;,;0;,;5;,;0;,;1;,;1;");";;
1185;,;1185;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;
1186;,;1186;,;6;,;0;,;4;,;0;,;2;,;0;,;4;,;2;");";;
1187;,;1187;,;3;,;0;,;0;,;0;,;3;,;0;,;0;,;3;");";;
1188;,;1188;,;3;,;0;,;1;,;0;,;1;,;1;,;1;,;1;");";;
1189;,;1189;,;3;,;0;,;1;,;0;,;2;,;0;,;1;,;2;");";;
1190;,;1190;,;4;,;0;,;1;,;2;,;1;,;0;,;3;,;2;");";;
1191;,;1191;,;3;,;0;,;0;,;0;,;3;,;0;,;0;,;3;");";;
1192;,;1192;,;3;,;0;,;1;,;0;,;1;,;1;,;1;,;2;");";;
1193;,;1193;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;
1194;,;1194;,;4;,;0;,;2;,;0;,;2;,;0;,;2;,;2;");";;
1195;,;1195;,;5;,;0;,;0;,;0;,;5;,;0;,;0;,;2;");";;
1196;,;1196;,;2;,;0;,;0;,;0;,;2;,;0;,;0;,;1;");";;
1197;,;1197;,;3;,;0;,;1;,;0;,;2;,;0;,;1;,;2;");";;
1198;,;1198;,;4;,;0;,;2;,;0;,;2;,;0;,;2;,;2;");";;
1199;,;1199;,;3;,;0;,;0;,;0;,;3;,;0;,;0;,;2;");";;
1200;,;1200;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;
1201;,;1201;,;1;,;0;,;0;,;1;,;0;,;0;,;1;,;1;");";;
1202;,;1202;,;4;,;0;,;2;,;0;,;2;,;0;,;2;,;2;");";;
1203;,;1203;,;2;,;0;,;2;,;0;,;0;,;0;,;2;,;1;");";;
1204;,;1204;,;4;,;0;,;1;,;0;,;0;,;3;,;1;,;1;");";;
1205;,;1205;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;
1206;,;1206;,;3;,;0;,;2;,;0;,;1;,;0;,;2;,;2;");";;
1207;,;1207;,;2;,;0;,;2;,;0;,;0;,;0;,;2;,;1;");";;
1208;,;1208;,;2;,;0;,;2;,;0;,;0;,;0;,;2;,;1;");";;
1209;,;1209;,;2;,;0;,;0;,;0;,;1;,;1;,;0;,;2;");";;
1210;,;1210;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;
1211;,;1211;,;1;,;0;,;0;,;0;,;1;,;0;,;0;,;1;");";;
1212;,;1212;,;2;,;0;,;0;,;0;,;2;,;0;,;0;,;2;");";;
1213;,;1213;,;2;,;0;,;0;,;0;,;2;,;0;,;0;,;2;");";;
1214;,;1214;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;
1215;,;1215;,;2;,;0;,;2;,;0;,;0;,;0;,;2;,;1;");";;
1216;,;1216;,;3;,;0;,;0;,;1;,;1;,;1;,;1;,;2;");";;
1217;,;1217;,;2;,;0;,;0;,;0;,;2;,;0;,;0;,;2;");";;
1218;,;1218;,;2;,;0;,;2;,;0;,;0;,;0;,;2;,;1;");";;
1219;,;1219;,;2;,;0;,;0;,;0;,;2;,;0;,;0;,;2;");";;
1220;,;1220;,;4;,;0;,;2;,;0;,;2;,;0;,;2;,;1;");";;
1221;,;1221;,;3;,;0;,;0;,;0;,;3;,;0;,;0;,;2;");";;
1222;,;1222;,;4;,;0;,;1;,;0;,;3;,;0;,;1;,;2;");";;
1223;,;1223;,;4;,;0;,;0;,;0;,;4;,;0;,;0;,;2;");";;
1224;,;1224;,;2;,;0;,;1;,;0;,;0;,;1;,;1;,;1;");";;
1225;,;1225;,;4;,;0;,;3;,;0;,;0;,;1;,;3;,;2;");";;
1226;,;1226;,;3;,;0;,;0;,;0;,;3;,;0;,;0;,;1;");";;
1227;,;1227;,;1;,;0;,;0;,;0;,;0;,;1;,;0;,;1;");";;
1228;,;1228;,;1;,;0;,;0;,;0;,;1;,;0;,;0;,;1;");";;
1229;,;1229;,;3;,;0;,;0;,;1;,;2;,;0;,;1;,;1;");";;
1230;,;1230;,;8;,;0;,;0;,;1;,;7;,;0;,;1;,;2;");";;
1231;,;1231;,;4;,;0;,;2;,;0;,;2;,;0;,;2;,;2;");";;
1232;,;1232;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;
1233;,;1233;,;2;,;0;,;2;,;0;,;0;,;0;,;2;,;2;");";;
1234;,;1234;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;
1235;,;1235;,;2;,;0;,;2;,;0;,;0;,;0;,;2;,;1;");";;
1236;,;1236;,;4;,;0;,;0;,;0;,;4;,;0;,;0;,;3;");";;
1237;,;1237;,;3;,;0;,;1;,;0;,;1;,;1;,;1;,;2;");";;
1238;,;1238;,;3;,;0;,;1;,;0;,;2;,;0;,;1;,;3;");";;
1239;,;1239;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;1;");";;
1240;,;1240;,;2;,;0;,;2;,;0;,;0;,;0;,;2;,;1;");";;
1241;,;1241;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;
1242;,;1242;,;2;,;0;,;0;,;0;,;2;,;0;,;0;,;2;");";;
1243;,;1243;,;5;,;0;,;4;,;0;,;1;,;0;,;4;,;2;");";;
1244;,;1244;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;
1245;,;1245;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;
1246;,;1246;,;9;,;0;,;9;,;0;,;0;,;0;,;9;,;2;");";;
1247;,;1247;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;
1248;,;1248;,;3;,;0;,;1;,;0;,;2;,;0;,;1;,;2;");";;
1249;,;1249;,;1;,;0;,;0;,;0;,;1;,;0;,;0;,;1;");";;
1250;,;1250;,;5;,;0;,;3;,;1;,;1;,;0;,;4;,;2;");";;
1251;,;1251;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;
1252;,;1252;,;2;,;0;,;0;,;0;,;2;,;0;,;0;,;2;");";;
1253;,;1253;,;2;,;0;,;2;,;0;,;0;,;0;,;2;,;1;");";;
1254;,;1254;,;1;,;0;,;0;,;0;,;0;,;1;,;0;,;1;");";;
1255;,;1255;,;4;,;0;,;0;,;0;,;4;,;0;,;0;,;2;");";;
1256;,;1256;,;3;,;0;,;2;,;0;,;1;,;0;,;2;,;2;");";;
1257;,;1257;,;1;,;0;,;0;,;0;,;1;,;0;,;0;,;1;");";;
1258;,;1258;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;
1259;,;1259;,;5;,;0;,;2;,;1;,;2;,;0;,;3;,;1;");";;
1260;,;1260;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;
1261;,;1261;,;1;,;0;,;0;,;0;,;1;,;0;,;0;,;1;");";;
1262;,;1262;,;3;,;0;,;1;,;0;,;2;,;0;,;1;,;2;");";;
1263;,;1263;,;2;,;0;,;0;,;0;,;2;,;0;,;0;,;1;");";;
1264;,;1264;,;2;,;0;,;2;,;0;,;0;,;0;,;2;,;1;");";;
1265;,;1265;,;4;,;0;,;3;,;1;,;0;,;0;,;4;,;2;");";;
1266;,;1266;,;2;,;0;,;0;,;1;,;1;,;0;,;1;,;1;");";;
1267;,;1267;,;1;,;1;,;0;,;0;,;0;,;0;,;0;,;1;");";;
1268;,;1268;,;3;,;0;,;3;,;0;,;0;,;0;,;3;,;1;");";;
1269;,;1269;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;
1270;,;1270;,;3;,;1;,;2;,;0;,;0;,;0;,;2;,;1;");";;
1271;,;1271;,;2;,;0;,;0;,;0;,;2;,;0;,;0;,;1;");";;
1272;,;1272;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;
1273;,;1273;,;2;,;0;,;0;,;0;,;2;,;0;,;0;,;1;");";;
1274;,;1274;,;3;,;0;,;0;,;0;,;2;,;1;,;0;,;2;");";;
1275;,;1275;,;3;,;0;,;0;,;0;,;3;,;0;,;0;,;1;");";;
1276;,;1276;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;
1277;,;1277;,;2;,;0;,;0;,;0;,;2;,;0;,;0;,;2;");";;
1278;,;1278;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;1;");";;
1279;,;1279;,;1;,;0;,;0;,;0;,;1;,;0;,;0;,;1;");";;
1280;,;1280;,;1;,;0;,;0;,;1;,;0;,;0;,;1;,;1;");";;
1281;,;1281;,;4;,;0;,;1;,;1;,;2;,;0;,;2;,;2;");";;
1282;,;1282;,;7;,;0;,;1;,;0;,;5;,;1;,;1;,;3;");";;
1283;,;1283;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;
1284;,;1284;,;3;,;0;,;1;,;0;,;2;,;0;,;1;,;1;");";;
1285;,;1285;,;3;,;0;,;0;,;0;,;3;,;0;,;0;,;1;");";;
1286;,;1286;,;5;,;0;,;4;,;1;,;0;,;0;,;5;,;1;");";;
1287;,;1287;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;
1288;,;1288;,;2;,;0;,;0;,;2;,;0;,;0;,;2;,;1;");";;
1289;,;1289;,;2;,;0;,;1;,;0;,;0;,;1;,;1;,;1;");";;
1290;,;1290;,;1;,;0;,;0;,;0;,;1;,;0;,;0;,;1;");";;
1291;,;1291;,;4;,;2;,;0;,;2;,;0;,;0;,;2;,;2;");";;
1292;,;1292;,;1;,;0;,;0;,;0;,;1;,;0;,;0;,;1;");";;
1293;,;1293;,;1;,;0;,;0;,;0;,;1;,;0;,;0;,;1;");";;
1294;,;1294;,;3;,;0;,;0;,;0;,;3;,;0;,;0;,;3;");";;
1295;,;1295;,;5;,;0;,;3;,;0;,;2;,;0;,;3;,;2;");";;
1296;,;1296;,;1;,;0;,;0;,;0;,;0;,;1;,;0;,;1;");";;
1297;,;1297;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;
1298;,;1298;,;2;,;0;,;0;,;0;,;2;,;0;,;0;,;2;");";;
1299;,;1299;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;1;");";;
1300;,;1300;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;
1301;,;1301;,;1;,;0;,;0;,;0;,;1;,;0;,;0;,;1;");";;
1302;,;1302;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;
1303;,;1303;,;4;,;0;,;0;,;0;,;4;,;0;,;0;,;4;");";;
1304;,;1304;,;2;,;0;,;0;,;0;,;2;,;0;,;0;,;2;");";;
1305;,;1305;,;2;,;0;,;0;,;0;,;2;,;0;,;0;,;2;");";;
1306;,;1306;,;2;,;0;,;0;,;0;,;2;,;0;,;0;,;2;");";;
1307;,;1307;,;1;,;0;,;0;,;0;,;1;,;0;,;0;,;1;");";;
1308;,;1308;,;2;,;0;,;0;,;0;,;2;,;0;,;0;,;2;");";;
1309;,;1309;,;2;,;0;,;0;,;0;,;2;,;0;,;0;,;2;");";;
1310;,;1310;,;7;,;0;,;3;,;0;,;4;,;0;,;3;,;2;");";;
1311;,;1311;,;2;,;0;,;0;,;0;,;2;,;0;,;0;,;2;");";;
1312;,;1312;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;
1313;,;1313;,;1;,;0;,;0;,;0;,;0;,;1;,;0;,;1;");";;
1314;,;1314;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;1;");";;
1315;,;1315;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;
1316;,;1316;,;5;,;0;,;0;,;0;,;5;,;0;,;0;,;1;");";;
1317;,;1317;,;2;,;0;,;0;,;0;,;1;,;1;,;0;,;1;");";;
1318;,;1318;,;2;,;0;,;0;,;0;,;2;,;0;,;0;,;2;");";;
1319;,;1319;,;6;,;1;,;0;,;1;,;4;,;0;,;1;,;2;");";;
1320;,;1320;,;1;,;0;,;0;,;0;,;1;,;0;,;0;,;1;");";;
1321;,;1321;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;
1322;,;1322;,;3;,;0;,;2;,;0;,;1;,;0;,;2;,;2;");";;
1323;,;1323;,;2;,;0;,;2;,;0;,;0;,;0;,;2;,;1;");";;
1324;,;1324;,;3;,;0;,;1;,;0;,;2;,;0;,;1;,;3;");";;
1325;,;1325;,;1;,;0;,;0;,;0;,;1;,;0;,;0;,;1;");";;
1326;,;1326;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;
1327;,;1327;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;
1328;,;1328;,;3;,;0;,;3;,;0;,;0;,;0;,;3;,;1;");";;
1329;,;1329;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;
1330;,;1330;,;2;,;0;,;0;,;0;,;2;,;0;,;0;,;2;");";;
1331;,;1331;,;3;,;0;,;3;,;0;,;0;,;0;,;3;,;1;");";;
1332;,;1332;,;2;,;0;,;1;,;1;,;0;,;0;,;2;,;2;");";;
1333;,;1333;,;2;,;0;,;0;,;0;,;2;,;0;,;0;,;2;");";;
1334;,;1334;,;2;,;0;,;0;,;0;,;2;,;0;,;0;,;2;");";;
1335;,;1335;,;3;,;0;,;0;,;0;,;3;,;0;,;0;,;3;");";;
1336;,;1336;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;
