id_Condicoes;;id_Acidente;;condicao_metereologica;;sentido_via;;tipo_pista;;tracado_via;;fase_dia;
1449;,;1449;,';Nublado;',';Crescente;',';Dupla;',';Reta;',';Anoitecer;"');"
1450;,;1450;,';Nublado;',';Decrescente;',';Dupla;',';Reta;',';Plena Noite;"');"
1451;,;1451;,';Chuva;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');"
1452;,;1452;,';Céu Claro;',';Crescente;',';Simples;',';Rotatória;',';Plena Noite;"');"
1453;,;1453;,';Nublado;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');"
1454;,;1454;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');"
1455;,;1455;,';Garoa/Chuvisco;',';Crescente;',';Simples;',';Viaduto;',';Plena Noite;"');"
1456;,;1456;,';Nublado;',';Decrescente;',';Simples;',';Curva;',';Pleno dia;"');"
1457;,;1457;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');"
1458;,;1458;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');"
1459;,;1459;,';Sol;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');"
1460;,;1460;,';Céu Claro;',';Decrescente;',';Dupla;',';Ponte;',';Pleno dia;"');"
1461;,;1461;,';Sol;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');"
1462;,;1462;,';Sol;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');"
1463;,;1463;,';Céu Claro;',';Crescente;',';Múltipla;',';Reta;',';Pleno dia;"');"
1464;,;1464;,';Sol;',';Crescente;',';Dupla;',';Curva;',';Pleno dia;"');"
1465;,;1465;,';Céu Claro;',';Crescente;',';Dupla;',';Curva;',';Plena Noite;"');"
1466;,;1466;,';Nevoeiro/Neblina;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');"
1467;,;1467;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');"
1468;,;1468;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');"
1469;,;1469;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');"
1470;,;1470;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');"
1471;,;1471;,';Sol;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');"
1472;,;1472;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');"
1473;,;1473;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');"
1474;,;1474;,';Céu Claro;',';Decrescente;',';Dupla;',';Rotatória;',';Pleno dia;"');"
1475;,;1475;,';Céu Claro;',';Crescente;',';Simples;',';Interseção de vias;',';Pleno dia;"');"
1476;,;1476;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');"
1477;,;1477;,';Céu Claro;',';Decrescente;',';Simples;',';Curva;',';Pleno dia;"');"
1478;,;1478;,';Céu Claro;',';Crescente;',';Dupla;',';Interseção de vias;',';Pleno dia;"');"
1479;,;1479;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Anoitecer;"');"
1480;,;1480;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');"
1481;,;1481;,';Céu Claro;',';Crescente;',';Dupla;',';Não Informado;',';Pleno dia;"');"
1482;,;1482;,';Sol;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');"
1483;,;1483;,';Céu Claro;',';Decrescente;',';Múltipla;',';Reta;',';Pleno dia;"');"
1484;,;1484;,';Sol;',';Decrescente;',';Dupla;',';Retorno Regulamentado;',';Pleno dia;"');"
1485;,;1485;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');"
1486;,;1486;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');"
1487;,;1487;,';Céu Claro;',';Decrescente;',';Dupla;',';Não Informado;',';Pleno dia;"');"
1488;,;1488;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');"
1489;,;1489;,';Céu Claro;',';Crescente;',';Simples;',';Curva;',';Pleno dia;"');"
1490;,;1490;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');"
1491;,;1491;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Anoitecer;"');"
1492;,;1492;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Amanhecer;"');"
1493;,;1493;,';Nublado;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');"
1494;,;1494;,';Nublado;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');"
1495;,;1495;,';Sol;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');"
1496;,;1496;,';Sol;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');"
1497;,;1497;,';Sol;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');"
1498;,;1498;,';Sol;',';Decrescente;',';Simples;',';Interseção de vias;',';Pleno dia;"');"
1499;,;1499;,';Sol;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');"
1500;,;1500;,';Nublado;',';Crescente;',';Dupla;',';Curva;',';Plena Noite;"');"
1501;,;1501;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');"
1502;,;1502;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Plena Noite;"');"
1503;,;1503;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Plena Noite;"');"
1504;,;1504;,';Céu Claro;',';Crescente;',';Simples;',';Curva;',';Plena Noite;"');"
1505;,;1505;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');"
1506;,;1506;,';Sol;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');"
1507;,;1507;,';Sol;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');"
1508;,;1508;,';Céu Claro;',';Não Informado;',';Simples;',';Curva;',';Pleno dia;"');"
1509;,;1509;,';Céu Claro;',';Crescente;',';Múltipla;',';Reta;',';Pleno dia;"');"
1510;,;1510;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');"
1511;,;1511;,';Céu Claro;',';Crescente;',';Simples;',';Curva;',';Pleno dia;"');"
1512;,;1512;,';Céu Claro;',';Crescente;',';Simples;',';Rotatória;',';Pleno dia;"');"
1513;,;1513;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');"
1514;,;1514;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');"
1515;,;1515;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Plena Noite;"');"
1516;,;1516;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');"
1517;,;1517;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');"
1518;,;1518;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');"
1519;,;1519;,';Ignorado;',';Crescente;',';Dupla;',';Reta;',';Plena Noite;"');"
1520;,;1520;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Amanhecer;"');"
1521;,;1521;,';Céu Claro;',';Crescente;',';Dupla;',';Não Informado;',';Pleno dia;"');"
1522;,;1522;,';Sol;',';Crescente;',';Simples;',';Interseção de vias;',';Pleno dia;"');"
1523;,;1523;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');"
1524;,;1524;,';Céu Claro;',';Crescente;',';Múltipla;',';Reta;',';Pleno dia;"');"
1525;,;1525;,';Sol;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');"
1526;,;1526;,';Nublado;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');"
1527;,;1527;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');"
1528;,;1528;,';Sol;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');"
1529;,;1529;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');"
1530;,;1530;,';Céu Claro;',';Decrescente;',';Simples;',';Não Informado;',';Plena Noite;"');"
1531;,;1531;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Plena Noite;"');"
1532;,;1532;,';Sol;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');"
1533;,;1533;,';Sol;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');"
1534;,;1534;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Amanhecer;"');"
1535;,;1535;,';Céu Claro;',';Crescente;',';Múltipla;',';Reta;',';Pleno dia;"');"
1536;,;1536;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');"
1537;,;1537;,';Garoa/Chuvisco;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');"
1538;,;1538;,';Céu Claro;',';Crescente;',';Simples;',';Rotatória;',';Pleno dia;"');"
1539;,;1539;,';Céu Claro;',';Decrescente;',';Simples;',';Não Informado;',';Pleno dia;"');"
1540;,;1540;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');"
1541;,;1541;,';Sol;',';Crescente;',';Simples;',';Interseção de vias;',';Pleno dia;"');"
1542;,;1542;,';Sol;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');"
1543;,;1543;,';Sol;',';Decrescente;',';Simples;',';Túnel;',';Pleno dia;"');"
1544;,;1544;,';Nublado;',';Decrescente;',';Simples;',';Reta;',';Anoitecer;"');"
1545;,;1545;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');"
1546;,;1546;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');"
1547;,;1547;,';Céu Claro;',';Decrescente;',';Múltipla;',';Curva;',';Pleno dia;"');"
1548;,;1548;,';Céu Claro;',';Crescente;',';Simples;',';Interseção de vias;',';Pleno dia;"');"
1549;,;1549;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');"
1550;,;1550;,';Céu Claro;',';Decrescente;',';Múltipla;',';Reta;',';Anoitecer;"');"
1551;,;1551;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');"
1552;,;1552;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');"
1553;,;1553;,';Céu Claro;',';Crescente;',';Múltipla;',';Reta;',';Pleno dia;"');"
1554;,;1554;,';Sol;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');"
1555;,;1555;,';Sol;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');"
1556;,;1556;,';Sol;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');"
1557;,;1557;,';Céu Claro;',';Crescente;',';Simples;',';Interseção de vias;',';Pleno dia;"');"
1558;,;1558;,';Sol;',';Decrescente;',';Simples;',';Não Informado;',';Pleno dia;"');"
1559;,;1559;,';Céu Claro;',';Decrescente;',';Múltipla;',';Reta;',';Pleno dia;"');"
1560;,;1560;,';Céu Claro;',';Crescente;',';Simples;',';Interseção de vias;',';Pleno dia;"');"
1561;,;1561;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');"
1562;,;1562;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');"
1563;,;1563;,';Céu Claro;',';Decrescente;',';Dupla;',';Interseção de vias;',';Anoitecer;"');"
1564;,;1564;,';Céu Claro;',';Decrescente;',';Simples;',';Rotatória;',';Plena Noite;"');"
1565;,;1565;,';Céu Claro;',';Crescente;',';Dupla;',';Retorno Regulamentado;',';Pleno dia;"');"
1566;,;1566;,';Céu Claro;',';Decrescente;',';Simples;',';Não Informado;',';Pleno dia;"');"
1567;,;1567;,';Sol;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');"
1568;,;1568;,';Sol;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');"
1569;,;1569;,';Céu Claro;',';Decrescente;',';Simples;',';Curva;',';Pleno dia;"');"
1570;,;1570;,';Céu Claro;',';Crescente;',';Dupla;',';Não Informado;',';Plena Noite;"');"
1571;,;1571;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');"
1572;,;1572;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');"
1573;,;1573;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');"
1574;,;1574;,';Nublado;',';Crescente;',';Dupla;',';Reta;',';Plena Noite;"');"
1575;,;1575;,';Céu Claro;',';Crescente;',';Simples;',';Curva;',';Plena Noite;"');"
1576;,;1576;,';Céu Claro;',';Decrescente;',';Dupla;',';Desvio Temporário;',';Pleno dia;"');"
1577;,;1577;,';Céu Claro;',';Decrescente;',';Simples;',';Rotatória;',';Pleno dia;"');"
1578;,;1578;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');"
1579;,;1579;,';Nublado;',';Decrescente;',';Simples;',';Curva;',';Pleno dia;"');"
1580;,;1580;,';Nublado;',';Crescente;',';Simples;',';Não Informado;',';Pleno dia;"');"
1581;,;1581;,';Chuva;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');"
1582;,;1582;,';Chuva;',';Crescente;',';Simples;',';Interseção de vias;',';Pleno dia;"');"
1583;,;1583;,';Sol;',';Decrescente;',';Simples;',';Não Informado;',';Pleno dia;"');"
1584;,;1584;,';Nublado;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');"
1585;,;1585;,';Nublado;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');"
1586;,;1586;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');"
1587;,;1587;,';Sol;',';Crescente;',';Simples;',';Rotatória;',';Pleno dia;"');"
1588;,;1588;,';Nublado;',';Crescente;',';Dupla;',';Ponte;',';Plena Noite;"');"
1589;,;1589;,';Chuva;',';Decrescente;',';Simples;',';Desvio Temporário;',';Plena Noite;"');"
1590;,;1590;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');"
1591;,;1591;,';Nublado;',';Crescente;',';Dupla;',';Não Informado;',';Plena Noite;"');"
1592;,;1592;,';Chuva;',';Crescente;',';Simples;',';Curva;',';Plena Noite;"');"
1593;,;1593;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Plena Noite;"');"
1594;,;1594;,';Céu Claro;',';Decrescente;',';Simples;',';Curva;',';Plena Noite;"');"
1595;,;1595;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');"
1596;,;1596;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');"
1597;,;1597;,';Sol;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');"
1598;,;1598;,';Nublado;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');"
1599;,;1599;,';Nublado;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');"
1600;,;1600;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');"
1601;,;1601;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');"
1602;,;1602;,';Sol;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');"
1603;,;1603;,';Céu Claro;',';Decrescente;',';Múltipla;',';Reta;',';Pleno dia;"');"
1604;,;1604;,';Céu Claro;',';Decrescente;',';Simples;',';Curva;',';Pleno dia;"');"
1605;,;1605;,';Nublado;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');"
1606;,;1606;,';Céu Claro;',';Decrescente;',';Simples;',';Não Informado;',';Pleno dia;"');"
1607;,;1607;,';Nublado;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');"
1608;,;1608;,';Chuva;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');"
1609;,;1609;,';Chuva;',';Crescente;',';Dupla;',';Curva;',';Plena Noite;"');"
1610;,;1610;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Plena Noite;"');"
1611;,;1611;,';Nublado;',';Crescente;',';Simples;',';Curva;',';Plena Noite;"');"
1612;,;1612;,';Garoa/Chuvisco;',';Decrescente;',';Dupla;',';Reta;',';Plena Noite;"');"
1613;,;1613;,';Chuva;',';Decrescente;',';Simples;',';Curva;',';Plena Noite;"');"
1614;,;1614;,';Nublado;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');"
1615;,;1615;,';Céu Claro;',';Decrescente;',';Simples;',';Curva;',';Pleno dia;"');"
1616;,;1616;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');"
1617;,;1617;,';Céu Claro;',';Crescente;',';Simples;',';Desvio Temporário;',';Pleno dia;"');"
1618;,;1618;,';Nublado;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');"
1619;,;1619;,';Garoa/Chuvisco;',';Decrescente;',';Simples;',';Interseção de vias;',';Pleno dia;"');"
1620;,;1620;,';Nublado;',';Decrescente;',';Simples;',';Curva;',';Pleno dia;"');"
1621;,;1621;,';Nublado;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');"
1622;,;1622;,';Nublado;',';Decrescente;',';Simples;',';Não Informado;',';Pleno dia;"');"
1623;,;1623;,';Nublado;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');"
1624;,;1624;,';Chuva;',';Decrescente;',';Simples;',';Curva;',';Pleno dia;"');"
1625;,;1625;,';Chuva;',';Crescente;',';Simples;',';Reta;',';Anoitecer;"');"
1626;,;1626;,';Nublado;',';Crescente;',';Simples;',';Curva;',';Pleno dia;"');"
1627;,;1627;,';Chuva;',';Decrescente;',';Simples;',';Reta;',';Anoitecer;"');"
1628;,;1628;,';Garoa/Chuvisco;',';Crescente;',';Simples;',';Curva;',';Anoitecer;"');"
1629;,;1629;,';Nublado;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');"
1630;,;1630;,';Céu Claro;',';Decrescente;',';Dupla;',';Curva;',';Pleno dia;"');"
1631;,;1631;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Amanhecer;"');"
1632;,;1632;,';Nublado;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');"
1633;,;1633;,';Sol;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');"
1634;,;1634;,';Céu Claro;',';Crescente;',';Simples;',';Não Informado;',';Pleno dia;"');"
1635;,;1635;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');"
1636;,;1636;,';Céu Claro;',';Decrescente;',';Dupla;',';Interseção de vias;',';Pleno dia;"');"
1637;,;1637;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');"
1638;,;1638;,';Sol;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');"
1639;,;1639;,';Céu Claro;',';Crescente;',';Múltipla;',';Reta;',';Pleno dia;"');"
1640;,;1640;,';Céu Claro;',';Decrescente;',';Simples;',';Interseção de vias;',';Pleno dia;"');"
1641;,;1641;,';Céu Claro;',';Decrescente;',';Simples;',';Curva;',';Pleno dia;"');"
1642;,;1642;,';Sol;',';Crescente;',';Simples;',';Não Informado;',';Pleno dia;"');"
1643;,;1643;,';Céu Claro;',';Crescente;',';Simples;',';Não Informado;',';Pleno dia;"');"
1644;,;1644;,';Sol;',';Crescente;',';Simples;',';Não Informado;',';Pleno dia;"');"
1645;,;1645;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Plena Noite;"');"
1646;,;1646;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');"
1647;,;1647;,';Céu Claro;',';Crescente;',';Dupla;',';Ponte;',';Plena Noite;"');"
1648;,;1648;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Amanhecer;"');"
1649;,;1649;,';Sol;',';Crescente;',';Simples;',';Interseção de vias;',';Pleno dia;"');"
1650;,;1650;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');"
1651;,;1651;,';Sol;',';Decrescente;',';Dupla;',';Reta;',';Amanhecer;"');"
1652;,;1652;,';Céu Claro;',';Crescente;',';Simples;',';Rotatória;',';Pleno dia;"');"
1653;,;1653;,';Céu Claro;',';Decrescente;',';Simples;',';Curva;',';Pleno dia;"');"
1654;,;1654;,';Céu Claro;',';Decrescente;',';Simples;',';Ponte;',';Pleno dia;"');"
1655;,;1655;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');"
1656;,;1656;,';Sol;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');"
1657;,;1657;,';Sol;',';Crescente;',';Múltipla;',';Interseção de vias;',';Pleno dia;"');"
1658;,;1658;,';Céu Claro;',';Decrescente;',';Simples;',';Interseção de vias;',';Pleno dia;"');"
1659;,;1659;,';Céu Claro;',';Decrescente;',';Dupla;',';Desvio Temporário;',';Plena Noite;"');"
1660;,;1660;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Amanhecer;"');"
1661;,;1661;,';Sol;',';Decrescente;',';Dupla;',';Curva;',';Pleno dia;"');"
1662;,;1662;,';Céu Claro;',';Crescente;',';Simples;',';Curva;',';Pleno dia;"');"
1663;,;1663;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');"
1664;,;1664;,';Céu Claro;',';Decrescente;',';Simples;',';Curva;',';Pleno dia;"');"
1665;,;1665;,';Sol;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');"
1666;,;1666;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');"
1667;,;1667;,';Céu Claro;',';Decrescente;',';Simples;',';Não Informado;',';Pleno dia;"');"
1668;,;1668;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');"
1669;,;1669;,';Sol;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');"
1670;,;1670;,';Céu Claro;',';Decrescente;',';Dupla;',';Interseção de vias;',';Pleno dia;"');"
1671;,;1671;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');"
1672;,;1672;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');"
1673;,;1673;,';Sol;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');"
1674;,;1674;,';Céu Claro;',';Decrescente;',';Simples;',';Não Informado;',';Pleno dia;"');"
1675;,;1675;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');"
1676;,;1676;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');"
1677;,;1677;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');"
1678;,;1678;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');"
1679;,;1679;,';Sol;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');"
1680;,;1680;,';Sol;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');"
1681;,;1681;,';Céu Claro;',';Decrescente;',';Dupla;',';Curva;',';Pleno dia;"');"
1682;,;1682;,';Sol;',';Crescente;',';Dupla;',';Curva;',';Pleno dia;"');"
1683;,;1683;,';Sol;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');"
1684;,;1684;,';Céu Claro;',';Decrescente;',';Simples;',';Rotatória;',';Pleno dia;"');"
1685;,;1685;,';Céu Claro;',';Crescente;',';Múltipla;',';Reta;',';Pleno dia;"');"
1686;,;1686;,';Céu Claro;',';Crescente;',';Simples;',';Rotatória;',';Pleno dia;"');"
1687;,;1687;,';Sol;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');"
1688;,;1688;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Plena Noite;"');"
1689;,;1689;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');"
1690;,;1690;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');"
1691;,;1691;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Amanhecer;"');"
1692;,;1692;,';Céu Claro;',';Crescente;',';Dupla;',';Curva;',';Amanhecer;"');"
1693;,;1693;,';Céu Claro;',';Decrescente;',';Simples;',';Curva;',';Plena Noite;"');"
1694;,;1694;,';Sol;',';Decrescente;',';Simples;',';Não Informado;',';Pleno dia;"');"
1695;,;1695;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');"
1696;,;1696;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');"
1697;,;1697;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');"
1698;,;1698;,';Céu Claro;',';Decrescente;',';Simples;',';Não Informado;',';Pleno dia;"');"
1699;,;1699;,';Céu Claro;',';Crescente;',';Dupla;',';Curva;',';Pleno dia;"');"
1700;,;1700;,';Céu Claro;',';Decrescente;',';Simples;',';Curva;',';Pleno dia;"');"
1701;,;1701;,';Sol;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');"
1702;,;1702;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');"
1703;,;1703;,';Céu Claro;',';Crescente;',';Simples;',';Não Informado;',';Pleno dia;"');"
1704;,;1704;,';Chuva;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');"
1705;,;1705;,';Céu Claro;',';Crescente;',';Simples;',';Interseção de vias;',';Plena Noite;"');"
1706;,;1706;,';Céu Claro;',';Decrescente;',';Simples;',';Não Informado;',';Plena Noite;"');"
