idPart;;idAcidente;;Carona Moto;;Carroceiro;;Ciclista;;Condutor;;Motociclista;;Não Inf.;;Outros;;Passageiro;;Pedestre;
299;,;299;,;0;,;0;,;1;,;0;,;0;,;0;,;0;,;0;,;0;");"
300;,;300;,;0;,;0;,;0;,;0;,;1;,;0;,;0;,;0;,;0;");"
301;,;301;,;0;,;0;,;0;,;1;,;0;,;0;,;0;,;0;,;0;");"
302;,;302;,;0;,;0;,;0;,;5;,;4;,;0;,;0;,;0;,;3;");"
303;,;303;,;0;,;0;,;1;,;4;,;2;,;0;,;0;,;4;,;6;");"
304;,;304;,;0;,;0;,;0;,;2;,;1;,;0;,;0;,;0;,;0;");"
305;,;305;,;0;,;0;,;1;,;0;,;0;,;0;,;0;,;1;,;0;");"
306;,;306;,;0;,;0;,;0;,;0;,;1;,;0;,;0;,;0;,;0;");"
307;,;307;,;2;,;0;,;2;,;3;,;9;,;0;,;0;,;1;,;2;");"
308;,;308;,;0;,;0;,;0;,;2;,;3;,;0;,;0;,;0;,;0;");"
309;,;309;,;0;,;0;,;0;,;2;,;1;,;0;,;0;,;1;,;1;");"
310;,;310;,;1;,;0;,;0;,;5;,;5;,;2;,;0;,;5;,;13;");"
311;,;311;,;0;,;0;,;0;,;0;,;0;,;0;,;0;,;0;,;1;");"
312;,;312;,;0;,;0;,;0;,;3;,;0;,;0;,;0;,;4;,;0;");"
313;,;313;,;0;,;0;,;0;,;1;,;0;,;0;,;0;,;0;,;1;");"
314;,;314;,;0;,;0;,;0;,;0;,;1;,;0;,;0;,;1;,;0;");"
315;,;315;,;0;,;0;,;0;,;0;,;1;,;0;,;0;,;0;,;1;");"
316;,;316;,;0;,;0;,;0;,;0;,;1;,;0;,;0;,;0;,;0;");"
317;,;317;,;0;,;0;,;0;,;1;,;0;,;0;,;0;,;0;,;0;");"
318;,;318;,;0;,;0;,;0;,;2;,;0;,;0;,;0;,;0;,;0;");"
319;,;319;,;0;,;0;,;0;,;2;,;1;,;0;,;0;,;0;,;0;");"
320;,;320;,;0;,;0;,;0;,;1;,;1;,;0;,;0;,;1;,;1;");"
