id_Condicoes;;id_Acidente;;condicao_metereologica;;sentido_via;;tipo_pista;;tracado_via;;fase_dia;;;;;
3228;,;3228;,';Nublado;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
3229;,;3229;,';Nublado;',';Decrescente;',';Simples;',';Interseção de vias;',';Pleno dia;"');";;;;
3230;,;3230;,';Sol;',';Decrescente;',';Dupla;',';Não Informado;',';Pleno dia;"');";;;;
3231;,;3231;,';Chuva;',';Crescente;',';Múltipla;',';Desvio Temporário;',';Pleno dia;"');";;;;
3232;,;3232;,';Garoa/Chuvisco;',';Decrescente;',';Simples;',';Curva;',';Pleno dia;"');";;;;
3233;,;3233;,';Chuva;',';Crescente;',';Dupla;',';Não Informado;',';Anoitecer;"');";;;;
3234;,;3234;,';Nublado;',';Decrescente;',';Simples;',';Não Informado;',';Anoitecer;"');";;;;
3235;,;3235;,';Nublado;',';Decrescente;',';Múltipla;',';Não Informado;',';Plena Noite;"');";;;;
3236;,;3236;,';Chuva;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
3237;,;3237;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
3238;,;3238;,';Chuva;',';Decrescente;',';Simples;',';Curva;',';Plena Noite;"');";;;;
3239;,;3239;,';Nevoeiro/Neblina;',';Crescente;',';Dupla;',';Não Informado;',';Plena Noite;"');";;;;
3240;,;3240;,';Céu Claro;',';Crescente;',';Dupla;',';Curva;',';Plena Noite;"');";;;;
3241;,;3241;,';Nevoeiro/Neblina;',';Decrescente;',';Dupla;',';Curva;',';Pleno dia;"');";;;;
3242;,;3242;,';Nevoeiro/Neblina;',';Crescente;',';Dupla;',';Curva;',';Pleno dia;"');";;;;
3243;,;3243;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
3244;,;3244;,';Céu Claro;',';Crescente;',';Dupla;',';Não Informado;',';Plena Noite;"');";;;;
3245;,;3245;,';Nublado;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
3246;,;3246;,';Nublado;',';Decrescente;',';Simples;',';Não Informado;',';Plena Noite;"');";;;;
3247;,;3247;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
3248;,;3248;,';Nublado;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
3249;,;3249;,';Nublado;',';Crescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
3250;,;3250;,';Céu Claro;',';Crescente;',';Simples;',';Curva;',';Plena Noite;"');";;;;
3251;,;3251;,';Sol;',';Decrescente;',';Simples;',';Curva;',';Pleno dia;"');";;;;
3252;,;3252;,';Nublado;',';Decrescente;',';Simples;',';Interseção de vias;',';Pleno dia;"');";;;;
3253;,;3253;,';Céu Claro;',';Crescente;',';Dupla;',';Curva;',';Plena Noite;"');";;;;
3254;,;3254;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
3255;,;3255;,';Céu Claro;',';Decrescente;',';Simples;',';Desvio Temporário;',';Plena Noite;"');";;;;
3256;,;3256;,';Céu Claro;',';Crescente;',';Dupla;',';Curva;',';Plena Noite;"');";;;;
3257;,;3257;,';Nublado;',';Crescente;',';Simples;',';Curva;',';Pleno dia;"');";;;;
3258;,;3258;,';Nevoeiro/Neblina;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
3259;,;3259;,';Nevoeiro/Neblina;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
3260;,;3260;,';Céu Claro;',';Crescente;',';Simples;',';Rotatória;',';Pleno dia;"');";;;;
3261;,;3261;,';Céu Claro;',';Crescente;',';Múltipla;',';Reta;',';Pleno dia;"');";;;;
3262;,;3262;,';Céu Claro;',';Decrescente;',';Simples;',';Curva;',';Pleno dia;"');";;;;
3263;,;3263;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
3264;,;3264;,';Céu Claro;',';Decrescente;',';Múltipla;',';Reta;',';Pleno dia;"');";;;;
3265;,;3265;,';Nublado;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
3266;,;3266;,';Céu Claro;',';Crescente;',';Simples;',';Curva;',';Plena Noite;"');";;;;
3267;,;3267;,';Nublado;',';Crescente;',';Simples;',';Interseção de vias;',';Plena Noite;"');";;;;
3268;,;3268;,';Nublado;',';Crescente;',';Simples;',';Curva;',';Plena Noite;"');";;;;
3269;,;3269;,';Nublado;',';Decrescente;',';Dupla;',';Não Informado;',';Plena Noite;"');";;;;
3270;,;3270;,';Céu Claro;',';Decrescente;',';Simples;',';Curva;',';Plena Noite;"');";;;;
3271;,;3271;,';Nevoeiro/Neblina;',';Decrescente;',';Simples;',';Não Informado;',';Plena Noite;"');";;;;
3272;,;3272;,';Céu Claro;',';Decrescente;',';Simples;',';Não Informado;',';Pleno dia;"');";;;;
3273;,;3273;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
3274;,;3274;,';Sol;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
3275;,;3275;,';Sol;',';Crescente;',';Simples;',';Curva;',';Pleno dia;"');";;;;
3276;,;3276;,';Nevoeiro/Neblina;',';Decrescente;',';Simples;',';Interseção de vias;',';Pleno dia;"');";;;;
3277;,;3277;,';Céu Claro;',';Decrescente;',';Simples;',';Curva;',';Pleno dia;"');";;;;
3278;,;3278;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
3279;,;3279;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
3280;,;3280;,';Sol;',';Crescente;',';Simples;',';Curva;',';Pleno dia;"');";;;;
3281;,;3281;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
3282;,;3282;,';Céu Claro;',';Crescente;',';Múltipla;',';Reta;',';Anoitecer;"');";;;;
3283;,;3283;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
3284;,;3284;,';Céu Claro;',';Decrescente;',';Simples;',';Rotatória;',';Pleno dia;"');";;;;
3285;,;3285;,';Céu Claro;',';Crescente;',';Simples;',';Curva;',';Plena Noite;"');";;;;
3286;,;3286;,';Céu Claro;',';Decrescente;',';Simples;',';Interseção de vias;',';Plena Noite;"');";;;;
3287;,;3287;,';Nublado;',';Crescente;',';Dupla;',';Interseção de vias;',';Plena Noite;"');";;;;
3288;,;3288;,';Céu Claro;',';Decrescente;',';Dupla;',';Curva;',';Plena Noite;"');";;;;
3289;,;3289;,';Céu Claro;',';Crescente;',';Simples;',';Curva;',';Plena Noite;"');";;;;
3290;,;3290;,';Nublado;',';Decrescente;',';Dupla;',';Reta;',';Amanhecer;"');";;;;
3291;,;3291;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
3292;,;3292;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
3293;,;3293;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
3294;,;3294;,';Céu Claro;',';Crescente;',';Simples;',';Curva;',';Pleno dia;"');";;;;
3295;,;3295;,';Chuva;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
3296;,;3296;,';Nublado;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
3297;,;3297;,';Céu Claro;',';Decrescente;',';Múltipla;',';Reta;',';Pleno dia;"');";;;;
3298;,;3298;,';Céu Claro;',';Crescente;',';Dupla;',';Curva;',';Pleno dia;"');";;;;
3299;,;3299;,';Nublado;',';Decrescente;',';Simples;',';Interseção de vias;',';Pleno dia;"');";;;;
3300;,;3300;,';Chuva;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
3301;,;3301;,';Chuva;',';Crescente;',';Múltipla;',';Reta;',';Anoitecer;"');";;;;
3302;,;3302;,';Nublado;',';Decrescente;',';Múltipla;',';Interseção de vias;',';Pleno dia;"');";;;;
3303;,;3303;,';Chuva;',';Decrescente;',';Simples;',';Não Informado;',';Plena Noite;"');";;;;
3304;,;3304;,';Garoa/Chuvisco;',';Crescente;',';Simples;',';Curva;',';Plena Noite;"');";;;;
3305;,;3305;,';Chuva;',';Decrescente;',';Simples;',';Reta;',';Anoitecer;"');";;;;
3306;,;3306;,';Chuva;',';Decrescente;',';Dupla;',';Curva;',';Plena Noite;"');";;;;
3307;,;3307;,';Nublado;',';Crescente;',';Simples;',';Curva;',';Plena Noite;"');";;;;
3308;,;3308;,';Céu Claro;',';Decrescente;',';Dupla;',';Desvio Temporário;',';Plena Noite;"');";;;;
3309;,;3309;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
3310;,;3310;,';Chuva;',';Decrescente;',';Simples;',';Curva;',';Plena Noite;"');";;;;
3311;,;3311;,';Chuva;',';Crescente;',';Simples;',';Curva;',';Plena Noite;"');";;;;
3312;,;3312;,';Chuva;',';Crescente;',';Simples;',';Curva;',';Plena Noite;"');";;;;
3313;,;3313;,';Chuva;',';Crescente;',';Simples;',';Curva;',';Plena Noite;"');";;;;
3314;,;3314;,';Nevoeiro/Neblina;',';Decrescente;',';Dupla;',';Curva;',';Plena Noite;"');";;;;
3315;,;3315;,';Chuva;',';Decrescente;',';Múltipla;',';Curva;',';Plena Noite;"');";;;;
3316;,;3316;,';Garoa/Chuvisco;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
3317;,;3317;,';Céu Claro;',';Decrescente;',';Múltipla;',';Não Informado;',';Pleno dia;"');";;;;
3318;,;3318;,';Céu Claro;',';Crescente;',';Dupla;',';Interseção de vias;',';Pleno dia;"');";;;;
3319;,;3319;,';Céu Claro;',';Crescente;',';Simples;',';Não Informado;',';Pleno dia;"');";;;;
3320;,;3320;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
3321;,;3321;,';Ignorado;',';Decrescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
3322;,;3322;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
3323;,;3323;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
3324;,;3324;,';Nevoeiro/Neblina;',';Crescente;',';Simples;',';Não Informado;',';Plena Noite;"');";;;;
3325;,;3325;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
3326;,;3326;,';Céu Claro;',';Crescente;',';Múltipla;',';Curva;',';Plena Noite;"');";;;;
3327;,;3327;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
3328;,;3328;,';Nublado;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
3329;,;3329;,';Céu Claro;',';Decrescente;',';Simples;',';Não Informado;',';Pleno dia;"');";;;;
3330;,;3330;,';Nublado;',';Crescente;',';Simples;',';Reta;',';Anoitecer;"');";;;;
3331;,;3331;,';Nublado;',';Decrescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
3332;,;3332;,';Céu Claro;',';Crescente;',';Múltipla;',';Interseção de vias;',';Plena Noite;"');";;;;
3333;,;3333;,';Céu Claro;',';Decrescente;',';Simples;',';Curva;',';Pleno dia;"');";;;;
3334;,;3334;,';Céu Claro;',';Crescente;',';Simples;',';Interseção de vias;',';Pleno dia;"');";;;;
3335;,;3335;,';Nublado;',';Crescente;',';Simples;',';Curva;',';Plena Noite;"');";;;;
3336;,;3336;,';Chuva;',';Decrescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
3337;,;3337;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
3338;,;3338;,';Chuva;',';Decrescente;',';Simples;',';Interseção de vias;',';Pleno dia;"');";;;;
3339;,;3339;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
3340;,;3340;,';Céu Claro;',';Decrescente;',';Simples;',';Curva;',';Pleno dia;"');";;;;
3341;,;3341;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Amanhecer;"');";;;;
3342;,;3342;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Amanhecer;"');";;;;
3343;,;3343;,';Sol;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
3344;,;3344;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Amanhecer;"');";;;;
3345;,;3345;,';Sol;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
3346;,;3346;,';Céu Claro;',';Decrescente;',';Múltipla;',';Reta;',';Pleno dia;"');";;;;
3347;,;3347;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
3348;,;3348;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
3349;,;3349;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
3350;,;3350;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
3351;,;3351;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
3352;,;3352;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
3353;,;3353;,';Céu Claro;',';Decrescente;',';Simples;',';Não Informado;',';Plena Noite;"');";;;;
3354;,;3354;,';Nublado;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
3355;,;3355;,';Nublado;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
3356;,;3356;,';Sol;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
3357;,;3357;,';Céu Claro;',';Decrescente;',';Simples;',';Curva;',';Plena Noite;"');";;;;
3358;,;3358;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Anoitecer;"');";;;;
3359;,;3359;,';Céu Claro;',';Decrescente;',';Simples;',';Curva;',';Pleno dia;"');";;;;
3360;,;3360;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
3361;,;3361;,';Céu Claro;',';Decrescente;',';Simples;',';Não Informado;',';Plena Noite;"');";;;;
3362;,;3362;,';Nevoeiro/Neblina;',';Decrescente;',';Simples;',';Não Informado;',';Pleno dia;"');";;;;
3363;,;3363;,';Nevoeiro/Neblina;',';Crescente;',';Simples;',';Curva;',';Plena Noite;"');";;;;
3364;,;3364;,';Nublado;',';Decrescente;',';Simples;',';Reta;',';Amanhecer;"');";;;;
3365;,;3365;,';Nublado;',';Decrescente;',';Simples;',';Reta;',';Amanhecer;"');";;;;
3366;,;3366;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
3367;,;3367;,';Nublado;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
3368;,;3368;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
3369;,;3369;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
3370;,;3370;,';Céu Claro;',';Decrescente;',';Simples;',';Desvio Temporário;',';Plena Noite;"');";;;;
3371;,;3371;,';Céu Claro;',';Crescente;',';Dupla;',';Não Informado;',';Pleno dia;"');";;;;
3372;,;3372;,';Céu Claro;',';Crescente;',';Simples;',';Curva;',';Pleno dia;"');";;;;
3373;,;3373;,';Sol;',';Crescente;',';Dupla;',';Não Informado;',';Pleno dia;"');";;;;
3374;,;3374;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
3375;,;3375;,';Sol;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
3376;,;3376;,';Céu Claro;',';Decrescente;',';Simples;',';Rotatória;',';Pleno dia;"');";;;;
3377;,;3377;,';Sol;',';Crescente;',';Dupla;',';Curva;',';Pleno dia;"');";;;;
3378;,;3378;,';Céu Claro;',';Crescente;',';Dupla;',';Não Informado;',';Amanhecer;"');";;;;
3379;,;3379;,';Céu Claro;',';Crescente;',';Dupla;',';Desvio Temporário;',';Pleno dia;"');";;;;
3380;,;3380;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
3381;,;3381;,';Sol;',';Crescente;',';Simples;',';Curva;',';Pleno dia;"');";;;;
3382;,;3382;,';Sol;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
3383;,;3383;,';Sol;',';Decrescente;',';Simples;',';Não Informado;',';Pleno dia;"');";;;;
3384;,;3384;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
3385;,;3385;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
3386;,;3386;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
3387;,;3387;,';Nublado;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
3388;,;3388;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
3389;,;3389;,';Nublado;',';Crescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
3390;,;3390;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
3391;,;3391;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
3392;,;3392;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
3393;,;3393;,';Nublado;',';Decrescente;',';Simples;',';Curva;',';Pleno dia;"');";;;;
3394;,;3394;,';Sol;',';Decrescente;',';Simples;',';Não Informado;',';Pleno dia;"');";;;;
3395;,;3395;,';Nublado;',';Decrescente;',';Dupla;',';Desvio Temporário;',';Pleno dia;"');";;;;
3396;,;3396;,';Nublado;',';Crescente;',';Simples;',';Não Informado;',';Pleno dia;"');";;;;
3397;,;3397;,';Sol;',';Decrescente;',';Simples;',';Ponte;',';Pleno dia;"');";;;;
3398;,;3398;,';Céu Claro;',';Decrescente;',';Simples;',';Curva;',';Pleno dia;"');";;;;
3399;,;3399;,';Céu Claro;',';Decrescente;',';Dupla;',';Retorno Regulamentado;',';Pleno dia;"');";;;;
3400;,;3400;,';Céu Claro;',';Decrescente;',';Dupla;',';Curva;',';Anoitecer;"');";;;;
3401;,;3401;,';Chuva;',';Crescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
3402;,;3402;,';Céu Claro;',';Decrescente;',';Simples;',';Interseção de vias;',';Pleno dia;"');";;;;
3403;,;3403;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Amanhecer;"');";;;;
3404;,;3404;,';Nublado;',';Crescente;',';Simples;',';Curva;',';Plena Noite;"');";;;;
3405;,;3405;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
3406;,;3406;,';Nublado;',';Decrescente;',';Múltipla;',';Curva;',';Pleno dia;"');";;;;
3407;,;3407;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Anoitecer;"');";;;;
3408;,;3408;,';Céu Claro;',';Decrescente;',';Dupla;',';Retorno Regulamentado;',';Plena Noite;"');";;;;
3409;,;3409;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
3410;,;3410;,';Céu Claro;',';Crescente;',';Simples;',';Não Informado;',';Amanhecer;"');";;;;
3411;,;3411;,';Sol;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
3412;,;3412;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
3413;,;3413;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
3414;,;3414;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
3415;,;3415;,';Céu Claro;',';Crescente;',';Simples;',';Curva;',';Pleno dia;"');";;;;
3416;,;3416;,';Sol;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
3417;,;3417;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
3418;,;3418;,';Chuva;',';Crescente;',';Simples;',';Interseção de vias;',';Pleno dia;"');";;;;
3419;,;3419;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
3420;,;3420;,';Céu Claro;',';Decrescente;',';Simples;',';Não Informado;',';Plena Noite;"');";;;;
3421;,;3421;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
3422;,;3422;,';Céu Claro;',';Decrescente;',';Simples;',';Curva;',';Plena Noite;"');";;;;
3423;,;3423;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
3424;,;3424;,';Sol;',';Decrescente;',';Simples;',';Interseção de vias;',';Pleno dia;"');";;;;
3425;,;3425;,';Nublado;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
3426;,;3426;,';Céu Claro;',';Crescente;',';Simples;',';Desvio Temporário;',';Pleno dia;"');";;;;
3427;,;3427;,';Sol;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
3428;,;3428;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
3429;,;3429;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
3430;,;3430;,';Céu Claro;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
3431;,;3431;,';Céu Claro;',';Crescente;',';Simples;',';Não Informado;',';Pleno dia;"');";;;;
3432;,;3432;,';Céu Claro;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
3433;,;3433;,';Nublado;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
3434;,;3434;,';Céu Claro;',';Decrescente;',';Simples;',';Não Informado;',';Plena Noite;"');";;;;
3435;,;3435;,';Céu Claro;',';Crescente;',';Simples;',';Curva;',';Pleno dia;"');";;;;
3436;,;3436;,';Céu Claro;',';Crescente;',';Simples;',';Não Informado;',';Plena Noite;"');";;;;
3437;,;3437;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
3438;,;3438;,';Sol;',';Crescente;',';Simples;',';Curva;',';Pleno dia;"');";;;;
3439;,;3439;,';Nublado;',';Decrescente;',';Simples;',';Curva;',';Amanhecer;"');";;;;
3440;,;3440;,';Céu Claro;',';Decrescente;',';Simples;',';Interseção de vias;',';Pleno dia;"');";;;;
3441;,;3441;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
3442;,;3442;,';Chuva;',';Decrescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
3443;,;3443;,';Nublado;',';Crescente;',';Simples;',';Reta;',';Amanhecer;"');";;;;
3444;,;3444;,';Nublado;',';Crescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
3445;,;3445;,';Nevoeiro/Neblina;',';Decrescente;',';Simples;',';Não Informado;',';Pleno dia;"');";;;;
3446;,;3446;,';Céu Claro;',';Crescente;',';Dupla;',';Não Informado;',';Pleno dia;"');";;;;
3447;,;3447;,';Sol;',';Decrescente;',';Simples;',';Não Informado;',';Pleno dia;"');";;;;
3448;,;3448;,';Sol;',';Crescente;',';Dupla;',';Não Informado;',';Pleno dia;"');";;;;
3449;,;3449;,';Céu Claro;',';Decrescente;',';Dupla;',';Curva;',';Pleno dia;"');";;;;
3450;,;3450;,';Sol;',';Decrescente;',';Dupla;',';Curva;',';Pleno dia;"');";;;;
3451;,;3451;,';Nublado;',';Decrescente;',';Simples;',';Não Informado;',';Plena Noite;"');";;;;
3452;,;3452;,';Chuva;',';Crescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
3453;,;3453;,';Nevoeiro/Neblina;',';Crescente;',';Múltipla;',';Não Informado;',';Plena Noite;"');";;;;
3454;,;3454;,';Chuva;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
3455;,;3455;,';Céu Claro;',';Decrescente;',';Dupla;',';Interseção de vias;',';Amanhecer;"');";;;;
3456;,;3456;,';Céu Claro;',';Decrescente;',';Simples;',';Curva;',';Plena Noite;"');";;;;
3457;,;3457;,';Nublado;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
3458;,;3458;,';Nublado;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
3459;,;3459;,';Chuva;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
3460;,;3460;,';Céu Claro;',';Decrescente;',';Dupla;',';Reta;',';Pleno dia;"');";;;;
3461;,;3461;,';Céu Claro;',';Decrescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
3462;,;3462;,';Céu Claro;',';Crescente;',';Simples;',';Curva;',';Pleno dia;"');";;;;
3463;,;3463;,';Chuva;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
3464;,;3464;,';Nublado;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
3465;,;3465;,';Nublado;',';Crescente;',';Simples;',';Não Informado;',';Plena Noite;"');";;;;
3466;,;3466;,';Chuva;',';Decrescente;',';Dupla;',';Curva;',';Pleno dia;"');";;;;
3467;,;3467;,';Nublado;',';Crescente;',';Simples;',';Não Informado;',';Plena Noite;"');";;;;
3468;,;3468;,';Chuva;',';Crescente;',';Simples;',';Reta;',';Pleno dia;"');";;;;
3469;,;3469;,';Vento;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
3470;,;3470;,';Chuva;',';Crescente;',';Simples;',';Reta;',';Plena Noite;"');";;;;
3471;,;3471;,';Garoa/Chuvisco;',';Crescente;',';Dupla;',';Reta;',';Plena Noite;"');";;;;
3472;,;3472;,';Chuva;',';Decrescente;',';Múltipla;',';Reta;',';Plena Noite;"');";;;;
