id_Participantes;;id_Acidente;;pessoas;;mortos;;feridos_leves;;feridos_graves;;ilesos;;ignorados;;feridos;;veiculos;;;;;
12398;,;12398;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;;;
12399;,;12399;,;2;,;0;,;1;,;0;,;0;,;1;,;1;,;1;");";;;;
12400;,;12400;,;1;,;0;,;0;,;0;,;0;,;1;,;0;,;1;");";;;;
12401;,;12401;,;2;,;0;,;0;,;1;,;1;,;0;,;1;,;1;");";;;;
12402;,;12402;,;2;,;0;,;0;,;1;,;1;,;0;,;1;,;2;");";;;;
12403;,;12403;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;;;
12404;,;12404;,;1;,;0;,;0;,;1;,;0;,;0;,;1;,;1;");";;;;
12405;,;12405;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;;;
12406;,;12406;,;3;,;1;,;0;,;0;,;1;,;1;,;0;,;1;");";;;;
12407;,;12407;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;;;
12408;,;12408;,;1;,;0;,;0;,;0;,;0;,;1;,;0;,;1;");";;;;
12409;,;12409;,;2;,;0;,;0;,;0;,;2;,;0;,;0;,;2;");";;;;
12410;,;12410;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;;;
12411;,;12411;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;;;
12412;,;12412;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;;;
12413;,;12413;,;1;,;0;,;0;,;0;,;0;,;1;,;0;,;1;");";;;;
12414;,;12414;,;2;,;0;,;0;,;0;,;2;,;0;,;0;,;2;");";;;;
12415;,;12415;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;;;
12416;,;12416;,;2;,;0;,;2;,;0;,;0;,;0;,;2;,;1;");";;;;
12417;,;12417;,;9;,;1;,;3;,;4;,;1;,;0;,;7;,;3;");";;;;
12418;,;12418;,;5;,;0;,;0;,;0;,;5;,;0;,;0;,;3;");";;;;
12419;,;12419;,;5;,;0;,;1;,;0;,;4;,;0;,;1;,;2;");";;;;
12420;,;12420;,;3;,;0;,;1;,;0;,;2;,;0;,;1;,;3;");";;;;
12421;,;12421;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;;;
12422;,;12422;,;1;,;0;,;0;,;0;,;1;,;0;,;0;,;1;");";;;;
12423;,;12423;,;3;,;0;,;0;,;1;,;2;,;0;,;1;,;2;");";;;;
12424;,;12424;,;3;,;0;,;1;,;2;,;0;,;0;,;3;,;2;");";;;;
12425;,;12425;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;;;
12426;,;12426;,;2;,;0;,;0;,;1;,;1;,;0;,;1;,;1;");";;;;
12427;,;12427;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;;;
12428;,;12428;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;1;");";;;;
12429;,;12429;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;;;
12430;,;12430;,;3;,;0;,;2;,;0;,;1;,;0;,;2;,;2;");";;;;
12431;,;12431;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;1;");";;;;
12432;,;12432;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;;;
12433;,;12433;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;;;
12434;,;12434;,;2;,;0;,;2;,;0;,;0;,;0;,;2;,;2;");";;;;
12435;,;12435;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;;;
12436;,;12436;,;2;,;0;,;0;,;1;,;1;,;0;,;1;,;1;");";;;;
12437;,;12437;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;;;
12438;,;12438;,;3;,;0;,;1;,;0;,;2;,;0;,;1;,;2;");";;;;
12439;,;12439;,;3;,;0;,;3;,;0;,;0;,;0;,;3;,;1;");";;;;
12440;,;12440;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;;;
12441;,;12441;,;2;,;0;,;0;,;0;,;2;,;0;,;0;,;2;");";;;;
12442;,;12442;,;2;,;1;,;0;,;0;,;1;,;0;,;0;,;1;");";;;;
12443;,;12443;,;2;,;0;,;2;,;0;,;0;,;0;,;2;,;1;");";;;;
12444;,;12444;,;4;,;0;,;2;,;0;,;2;,;0;,;2;,;2;");";;;;
12445;,;12445;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;;;
12446;,;12446;,;4;,;1;,;1;,;0;,;0;,;2;,;1;,;2;");";;;;
12447;,;12447;,;2;,;0;,;0;,;0;,;2;,;0;,;0;,;2;");";;;;
12448;,;12448;,;2;,;0;,;0;,;1;,;1;,;0;,;1;,;2;");";;;;
12449;,;12449;,;2;,;0;,;1;,;1;,;0;,;0;,;2;,;1;");";;;;
12450;,;12450;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;;;
12451;,;12451;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;;;
12452;,;12452;,;1;,;0;,;0;,;0;,;0;,;1;,;0;,;1;");";;;;
12453;,;12453;,;4;,;0;,;2;,;0;,;1;,;1;,;2;,;2;");";;;;
12454;,;12454;,;1;,;0;,;0;,;0;,;0;,;1;,;0;,;1;");";;;;
12455;,;12455;,;1;,;0;,;0;,;0;,;1;,;0;,;0;,;1;");";;;;
12456;,;12456;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;;;
12457;,;12457;,;2;,;0;,;0;,;1;,;1;,;0;,;1;,;2;");";;;;
12458;,;12458;,;5;,;0;,;1;,;2;,;2;,;0;,;3;,;2;");";;;;
12459;,;12459;,;2;,;0;,;0;,;1;,;1;,;0;,;1;,;2;");";;;;
12460;,;12460;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;1;");";;;;
12461;,;12461;,;5;,;0;,;0;,;0;,;5;,;0;,;0;,;5;");";;;;
12462;,;12462;,;1;,;0;,;0;,;0;,;1;,;0;,;0;,;1;");";;;;
12463;,;12463;,;2;,;0;,;2;,;0;,;0;,;0;,;2;,;1;");";;;;
12464;,;12464;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;;;
12465;,;12465;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;1;");";;;;
12466;,;12466;,;2;,;0;,;1;,;1;,;0;,;0;,;2;,;1;");";;;;
12467;,;12467;,;2;,;0;,;2;,;0;,;0;,;0;,;2;,;1;");";;;;
12468;,;12468;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;;;
12469;,;12469;,;2;,;0;,;0;,;0;,;2;,;0;,;0;,;2;");";;;;
12470;,;12470;,;3;,;0;,;0;,;0;,;3;,;0;,;0;,;3;");";;;;
12471;,;12471;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;;;
12472;,;12472;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;;;
12473;,;12473;,;5;,;0;,;2;,;0;,;3;,;0;,;2;,;4;");";;;;
12474;,;12474;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;;;
12475;,;12475;,;3;,;0;,;3;,;0;,;0;,;0;,;3;,;2;");";;;;
12476;,;12476;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;;;
12477;,;12477;,;2;,;0;,;1;,;1;,;0;,;0;,;2;,;2;");";;;;
12478;,;12478;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;;;
12479;,;12479;,;1;,;0;,;0;,;1;,;0;,;0;,;1;,;1;");";;;;
12480;,;12480;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;;;
12481;,;12481;,;2;,;0;,;0;,;1;,;0;,;1;,;1;,;2;");";;;;
12482;,;12482;,;1;,;1;,;0;,;0;,;0;,;0;,;0;,;1;");";;;;
12483;,;12483;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;;;
12484;,;12484;,;2;,;0;,;0;,;1;,;1;,;0;,;1;,;2;");";;;;
12485;,;12485;,;2;,;0;,;0;,;2;,;0;,;0;,;2;,;1;");";;;;
12486;,;12486;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;;;
12487;,;12487;,;1;,;0;,;0;,;0;,;0;,;1;,;0;,;1;");";;;;
12488;,;12488;,;2;,;0;,;0;,;1;,;1;,;0;,;1;,;2;");";;;;
12489;,;12489;,;1;,;0;,;0;,;0;,;0;,;1;,;0;,;1;");";;;;
12490;,;12490;,;1;,;0;,;0;,;0;,;0;,;1;,;0;,;1;");";;;;
12491;,;12491;,;3;,;0;,;0;,;0;,;3;,;0;,;0;,;3;");";;;;
12492;,;12492;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;;;
12493;,;12493;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;;;
12494;,;12494;,;7;,;0;,;1;,;0;,;6;,;0;,;1;,;4;");";;;;
12495;,;12495;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;;;
12496;,;12496;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;;;
12497;,;12497;,;1;,;0;,;0;,;0;,;1;,;0;,;0;,;1;");";;;;
12498;,;12498;,;2;,;0;,;2;,;0;,;0;,;0;,;2;,;1;");";;;;
12499;,;12499;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;;;
12500;,;12500;,;4;,;0;,;0;,;0;,;4;,;0;,;0;,;1;");";;;;
12501;,;12501;,;2;,;0;,;0;,;0;,;2;,;0;,;0;,;2;");";;;;
12502;,;12502;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;;;
12503;,;12503;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;;;
12504;,;12504;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;;;
12505;,;12505;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;1;");";;;;
12506;,;12506;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;;;
12507;,;12507;,;4;,;0;,;3;,;0;,;1;,;0;,;3;,;2;");";;;;
12508;,;12508;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;;;
12509;,;12509;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;;;
12510;,;12510;,;3;,;0;,;0;,;0;,;3;,;0;,;0;,;2;");";;;;
12511;,;12511;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;;;
12512;,;12512;,;4;,;0;,;1;,;0;,;3;,;0;,;1;,;3;");";;;;
12513;,;12513;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;;;
12514;,;12514;,;1;,;0;,;0;,;0;,;1;,;0;,;0;,;1;");";;;;
12515;,;12515;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;;;
12516;,;12516;,;2;,;0;,;2;,;0;,;0;,;0;,;2;,;1;");";;;;
12517;,;12517;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;;;
12518;,;12518;,;4;,;0;,;1;,;0;,;3;,;0;,;1;,;4;");";;;;
12519;,;12519;,;3;,;0;,;0;,;1;,;1;,;1;,;1;,;2;");";;;;
12520;,;12520;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;1;");";;;;
12521;,;12521;,;4;,;0;,;0;,;1;,;1;,;2;,;1;,;2;");";;;;
12522;,;12522;,;2;,;0;,;0;,;1;,;1;,;0;,;1;,;2;");";;;;
12523;,;12523;,;1;,;0;,;0;,;0;,;1;,;0;,;0;,;1;");";;;;
12524;,;12524;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;;;
12525;,;12525;,;3;,;0;,;2;,;0;,;1;,;0;,;2;,;2;");";;;;
12526;,;12526;,;2;,;0;,;0;,;1;,;1;,;0;,;1;,;2;");";;;;
12527;,;12527;,;23;,;1;,;0;,;0;,;22;,;0;,;0;,;2;");";;;;
12528;,;12528;,;3;,;0;,;1;,;1;,;0;,;1;,;2;,;2;");";;;;
12529;,;12529;,;4;,;0;,;3;,;0;,;0;,;1;,;3;,;3;");";;;;
12530;,;12530;,;3;,;0;,;0;,;1;,;2;,;0;,;1;,;2;");";;;;
12531;,;12531;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;;;
12532;,;12532;,;3;,;0;,;2;,;0;,;1;,;0;,;2;,;1;");";;;;
12533;,;12533;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;1;");";;;;
12534;,;12534;,;1;,;0;,;0;,;1;,;0;,;0;,;1;,;1;");";;;;
12535;,;12535;,;2;,;0;,;1;,;1;,;0;,;0;,;2;,;1;");";;;;
12536;,;12536;,;1;,;0;,;0;,;0;,;1;,;0;,;0;,;1;");";;;;
12537;,;12537;,;1;,;0;,;0;,;0;,;1;,;0;,;0;,;1;");";;;;
12538;,;12538;,;2;,;0;,;0;,;1;,;1;,;0;,;1;,;2;");";;;;
12539;,;12539;,;2;,;0;,;2;,;0;,;0;,;0;,;2;,;1;");";;;;
12540;,;12540;,;2;,;1;,;0;,;0;,;1;,;0;,;0;,;2;");";;;;
12541;,;12541;,;2;,;0;,;0;,;1;,;1;,;0;,;1;,;2;");";;;;
12542;,;12542;,;3;,;0;,;1;,;0;,;1;,;1;,;1;,;1;");";;;;
12543;,;12543;,;1;,;0;,;0;,;0;,;1;,;0;,;0;,;1;");";;;;
12544;,;12544;,;3;,;0;,;1;,;0;,;1;,;1;,;1;,;3;");";;;;
12545;,;12545;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;;;
12546;,;12546;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;;;
12547;,;12547;,;2;,;0;,;2;,;0;,;0;,;0;,;2;,;1;");";;;;
12548;,;12548;,;3;,;0;,;1;,;0;,;2;,;0;,;1;,;2;");";;;;
12549;,;12549;,;4;,;0;,;1;,;0;,;3;,;0;,;1;,;2;");";;;;
12550;,;12550;,;1;,;0;,;0;,;0;,;1;,;0;,;0;,;1;");";;;;
12551;,;12551;,;3;,;0;,;1;,;0;,;2;,;0;,;1;,;2;");";;;;
12552;,;12552;,;2;,;0;,;0;,;0;,;2;,;0;,;0;,;2;");";;;;
12553;,;12553;,;2;,;0;,;0;,;1;,;1;,;0;,;1;,;2;");";;;;
12554;,;12554;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;;;
12555;,;12555;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;;;
12556;,;12556;,;4;,;0;,;0;,;0;,;4;,;0;,;0;,;1;");";;;;
12557;,;12557;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;1;");";;;;
12558;,;12558;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;;;
12559;,;12559;,;3;,;0;,;1;,;0;,;2;,;0;,;1;,;2;");";;;;
12560;,;12560;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;1;");";;;;
12561;,;12561;,;2;,;0;,;0;,;0;,;2;,;0;,;0;,;2;");";;;;
12562;,;12562;,;3;,;1;,;0;,;0;,;2;,;0;,;0;,;2;");";;;;
12563;,;12563;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;;;
12564;,;12564;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;1;");";;;;
12565;,;12565;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;;;
12566;,;12566;,;2;,;0;,;0;,;0;,;1;,;1;,;0;,;1;");";;;;
12567;,;12567;,;4;,;0;,;0;,;0;,;4;,;0;,;0;,;1;");";;;;
12568;,;12568;,;1;,;0;,;0;,;1;,;0;,;0;,;1;,;1;");";;;;
12569;,;12569;,;1;,;0;,;0;,;0;,;1;,;0;,;0;,;1;");";;;;
12570;,;12570;,;1;,;0;,;0;,;0;,;1;,;0;,;0;,;1;");";;;;
12571;,;12571;,;2;,;0;,;2;,;0;,;0;,;0;,;2;,;1;");";;;;
12572;,;12572;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;;;
12573;,;12573;,;3;,;1;,;0;,;0;,;0;,;2;,;0;,;2;");";;;;
12574;,;12574;,;1;,;0;,;0;,;0;,;1;,;0;,;0;,;1;");";;;;
12575;,;12575;,;1;,;0;,;0;,;0;,;1;,;0;,;0;,;1;");";;;;
12576;,;12576;,;3;,;0;,;0;,;0;,;3;,;0;,;0;,;2;");";;;;
12577;,;12577;,;1;,;0;,;0;,;0;,;1;,;0;,;0;,;1;");";;;;
12578;,;12578;,;3;,;0;,;2;,;0;,;1;,;0;,;2;,;1;");";;;;
12579;,;12579;,;2;,;0;,;2;,;0;,;0;,;0;,;2;,;1;");";;;;
12580;,;12580;,;1;,;0;,;0;,;0;,;0;,;1;,;0;,;1;");";;;;
12581;,;12581;,;1;,;0;,;0;,;0;,;1;,;0;,;0;,;1;");";;;;
12582;,;12582;,;3;,;1;,;0;,;1;,;1;,;0;,;1;,;1;");";;;;
12583;,;12583;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;;;
12584;,;12584;,;4;,;0;,;3;,;0;,;1;,;0;,;3;,;1;");";;;;
12585;,;12585;,;4;,;0;,;4;,;0;,;0;,;0;,;4;,;1;");";;;;
12586;,;12586;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;;;
12587;,;12587;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;;;
12588;,;12588;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;1;");";;;;
12589;,;12589;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;;;
12590;,;12590;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;;;
12591;,;12591;,;4;,;0;,;1;,;0;,;3;,;0;,;1;,;2;");";;;;
12592;,;12592;,;4;,;0;,;2;,;0;,;2;,;0;,;2;,;1;");";;;;
12593;,;12593;,;2;,;0;,;0;,;0;,;2;,;0;,;0;,;2;");";;;;
12594;,;12594;,;1;,;0;,;0;,;1;,;0;,;0;,;1;,;1;");";;;;
12595;,;12595;,;1;,;1;,;0;,;0;,;0;,;0;,;0;,;1;");";;;;
12596;,;12596;,;3;,;0;,;1;,;0;,;2;,;0;,;1;,;2;");";;;;
12597;,;12597;,;3;,;0;,;1;,;2;,;0;,;0;,;3;,;3;");";;;;
12598;,;12598;,;2;,;0;,;0;,;0;,;2;,;0;,;0;,;2;");";;;;
12599;,;12599;,;3;,;0;,;1;,;1;,;1;,;0;,;2;,;2;");";;;;
12600;,;12600;,;2;,;0;,;2;,;0;,;0;,;0;,;2;,;1;");";;;;
12601;,;12601;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;;;
12602;,;12602;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;;;
12603;,;12603;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;;;
12604;,;12604;,;3;,;0;,;2;,;0;,;1;,;0;,;2;,;2;");";;;;
12605;,;12605;,;2;,;1;,;0;,;1;,;0;,;0;,;1;,;1;");";;;;
12606;,;12606;,;6;,;0;,;2;,;0;,;4;,;0;,;2;,;4;");";;;;
12607;,;12607;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;;;
12608;,;12608;,;3;,;0;,;1;,;0;,;2;,;0;,;1;,;2;");";;;;
12609;,;12609;,;3;,;0;,;1;,;0;,;1;,;1;,;1;,;1;");";;;;
12610;,;12610;,;2;,;0;,;0;,;0;,;2;,;0;,;0;,;2;");";;;;
12611;,;12611;,;2;,;1;,;0;,;0;,;1;,;0;,;0;,;2;");";;;;
12612;,;12612;,;1;,;0;,;0;,;0;,;1;,;0;,;0;,;1;");";;;;
12613;,;12613;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;;;
12614;,;12614;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;;;
12615;,;12615;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;;;
12616;,;12616;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;;;
12617;,;12617;,;2;,;0;,;0;,;1;,;1;,;0;,;1;,;2;");";;;;
12618;,;12618;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;;;
12619;,;12619;,;6;,;0;,;3;,;0;,;3;,;0;,;3;,;2;");";;;;
12620;,;12620;,;1;,;0;,;0;,;0;,;1;,;0;,;0;,;1;");";;;;
12621;,;12621;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;;;
12622;,;12622;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;;;
12623;,;12623;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;;;
12624;,;12624;,;3;,;0;,;0;,;0;,;3;,;0;,;0;,;2;");";;;;
12625;,;12625;,;3;,;0;,;1;,;0;,;2;,;0;,;1;,;1;");";;;;
12626;,;12626;,;5;,;1;,;3;,;0;,;0;,;1;,;3;,;1;");";;;;
12627;,;12627;,;3;,;0;,;1;,;0;,;2;,;0;,;1;,;3;");";;;;
12628;,;12628;,;4;,;0;,;0;,;0;,;4;,;0;,;0;,;3;");";;;;
12629;,;12629;,;4;,;0;,;1;,;0;,;3;,;0;,;1;,;1;");";;;;
12630;,;12630;,;2;,;0;,;0;,;0;,;2;,;0;,;0;,;2;");";;;;
12631;,;12631;,;4;,;0;,;2;,;1;,;0;,;1;,;3;,;3;");";;;;
12632;,;12632;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;;;
12633;,;12633;,;3;,;0;,;1;,;0;,;2;,;0;,;1;,;3;");";;;;
12634;,;12634;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;;;
12635;,;12635;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;;;
12636;,;12636;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;;;
12637;,;12637;,;1;,;0;,;0;,;1;,;0;,;0;,;1;,;1;");";;;;
12638;,;12638;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;;;
12639;,;12639;,;2;,;0;,;0;,;0;,;2;,;0;,;0;,;2;");";;;;
12640;,;12640;,;2;,;0;,;1;,;1;,;0;,;0;,;2;,;1;");";;;;
12641;,;12641;,;3;,;0;,;1;,;0;,;1;,;1;,;1;,;2;");";;;;
12642;,;12642;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;;;
12643;,;12643;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;;;
12644;,;12644;,;3;,;0;,;2;,;0;,;1;,;0;,;2;,;1;");";;;;
12645;,;12645;,;1;,;0;,;0;,;1;,;0;,;0;,;1;,;1;");";;;;
12646;,;12646;,;3;,;0;,;0;,;1;,;1;,;1;,;1;,;2;");";;;;
12647;,;12647;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;;;
12648;,;12648;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;;;
12649;,;12649;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;;;
12650;,;12650;,;3;,;0;,;0;,;0;,;3;,;0;,;0;,;3;");";;;;
12651;,;12651;,;3;,;0;,;1;,;0;,;2;,;0;,;1;,;2;");";;;;
12652;,;12652;,;3;,;0;,;2;,;0;,;1;,;0;,;2;,;2;");";;;;
12653;,;12653;,;3;,;0;,;2;,;0;,;1;,;0;,;2;,;3;");";;;;
12654;,;12654;,;1;,;0;,;0;,;0;,;1;,;0;,;0;,;1;");";;;;
12655;,;12655;,;4;,;0;,;4;,;0;,;0;,;0;,;4;,;1;");";;;;
12656;,;12656;,;1;,;0;,;0;,;0;,;1;,;0;,;0;,;1;");";;;;
12657;,;12657;,;3;,;0;,;1;,;0;,;2;,;0;,;1;,;3;");";;;;
12658;,;12658;,;3;,;0;,;1;,;1;,;1;,;0;,;2;,;2;");";;;;
12659;,;12659;,;5;,;0;,;2;,;0;,;3;,;0;,;2;,;4;");";;;;
12660;,;12660;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;;;
12661;,;12661;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;;;
12662;,;12662;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;;;
12663;,;12663;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;;;
12664;,;12664;,;3;,;0;,;2;,;0;,;1;,;0;,;2;,;2;");";;;;
12665;,;12665;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;;;
12666;,;12666;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;;;
12667;,;12667;,;3;,;0;,;0;,;1;,;2;,;0;,;1;,;3;");";;;;
12668;,;12668;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;;;
12669;,;12669;,;5;,;0;,;1;,;1;,;2;,;1;,;2;,;2;");";;;;
12670;,;12670;,;2;,;0;,;0;,;0;,;2;,;0;,;0;,;2;");";;;;
12671;,;12671;,;3;,;0;,;2;,;0;,;1;,;0;,;2;,;1;");";;;;
12672;,;12672;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;;;
12673;,;12673;,;4;,;1;,;2;,;0;,;1;,;0;,;2;,;3;");";;;;
12674;,;12674;,;4;,;0;,;1;,;0;,;0;,;3;,;1;,;1;");";;;;
12675;,;12675;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;;;
12676;,;12676;,;1;,;0;,;0;,;1;,;0;,;0;,;1;,;1;");";;;;
12677;,;12677;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;;;
12678;,;12678;,;2;,;0;,;2;,;0;,;0;,;0;,;2;,;2;");";;;;
12679;,;12679;,;3;,;0;,;0;,;1;,;0;,;2;,;1;,;2;");";;;;
12680;,;12680;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;;;
12681;,;12681;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;;;
12682;,;12682;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;;;
12683;,;12683;,;1;,;0;,;0;,;1;,;0;,;0;,;1;,;1;");";;;;
12684;,;12684;,;3;,;0;,;0;,;0;,;2;,;1;,;0;,;2;");";;;;
12685;,;12685;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;;;
12686;,;12686;,;2;,;0;,;0;,;1;,;1;,;0;,;1;,;2;");";;;;
12687;,;12687;,;2;,;1;,;0;,;0;,;0;,;1;,;0;,;1;");";;;;
12688;,;12688;,;2;,;0;,;0;,;0;,;1;,;1;,;0;,;1;");";;;;
12689;,;12689;,;1;,;0;,;0;,;0;,;1;,;0;,;0;,;1;");";;;;
12690;,;12690;,;1;,;0;,;0;,;0;,;1;,;0;,;0;,;1;");";;;;
12691;,;12691;,;2;,;0;,;2;,;0;,;0;,;0;,;2;,;2;");";;;;
12692;,;12692;,;2;,;0;,;0;,;1;,;1;,;0;,;1;,;2;");";;;;
12693;,;12693;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;;;
12694;,;12694;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;;;
12695;,;12695;,;3;,;0;,;0;,;2;,;1;,;0;,;2;,;3;");";;;;
12696;,;12696;,;1;,;0;,;0;,;1;,;0;,;0;,;1;,;1;");";;;;
12697;,;12697;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;;;
12698;,;12698;,;2;,;0;,;0;,;1;,;1;,;0;,;1;,;2;");";;;;
12699;,;12699;,;3;,;0;,;1;,;1;,;1;,;0;,;2;,;2;");";;;;
