id_Participantes;;id_Acidente;;pessoas;;mortos;;feridos_leves;;feridos_graves;;ilesos;;ignorados;;feridos;;veiculos;;;;;
2509;,;2509;,;7;,;0;,;0;,;0;,;7;,;0;,;0;,;7;");";;;;
2510;,;2510;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;;;
2511;,;2511;,;2;,;0;,;0;,;0;,;2;,;0;,;0;,;2;");";;;;
2512;,;2512;,;4;,;1;,;2;,;0;,;1;,;0;,;2;,;2;");";;;;
2513;,;2513;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;;;
2514;,;2514;,;2;,;0;,;0;,;0;,;2;,;0;,;0;,;2;");";;;;
2515;,;2515;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;;;
2516;,;2516;,;2;,;1;,;1;,;0;,;0;,;0;,;1;,;2;");";;;;
2517;,;2517;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;;;
2518;,;2518;,;4;,;1;,;0;,;1;,;2;,;0;,;1;,;3;");";;;;
2519;,;2519;,;2;,;0;,;0;,;0;,;2;,;0;,;0;,;2;");";;;;
2520;,;2520;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;;;
2521;,;2521;,;1;,;0;,;0;,;1;,;0;,;0;,;1;,;1;");";;;;
2522;,;2522;,;6;,;0;,;4;,;0;,;2;,;0;,;4;,;3;");";;;;
2523;,;2523;,;2;,;0;,;0;,;0;,;2;,;0;,;0;,;2;");";;;;
2524;,;2524;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;;;
2525;,;2525;,;2;,;0;,;2;,;0;,;0;,;0;,;2;,;1;");";;;;
2526;,;2526;,;2;,;0;,;0;,;0;,;2;,;0;,;0;,;2;");";;;;
2527;,;2527;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;;;
2528;,;2528;,;6;,;0;,;3;,;0;,;3;,;0;,;3;,;4;");";;;;
2529;,;2529;,;1;,;0;,;0;,;0;,;1;,;0;,;0;,;1;");";;;;
2530;,;2530;,;3;,;0;,;1;,;0;,;2;,;0;,;1;,;3;");";;;;
2531;,;2531;,;2;,;0;,;0;,;0;,;2;,;0;,;0;,;2;");";;;;
2532;,;2532;,;3;,;0;,;1;,;1;,;1;,;0;,;2;,;2;");";;;;
2533;,;2533;,;3;,;2;,;0;,;0;,;1;,;0;,;0;,;2;");";;;;
2534;,;2534;,;4;,;0;,;0;,;0;,;4;,;0;,;0;,;3;");";;;;
2535;,;2535;,;1;,;0;,;0;,;0;,;1;,;0;,;0;,;1;");";;;;
2536;,;2536;,;2;,;0;,;0;,;0;,;2;,;0;,;0;,;2;");";;;;
2537;,;2537;,;2;,;0;,;0;,;0;,;2;,;0;,;0;,;2;");";;;;
2538;,;2538;,;1;,;0;,;0;,;0;,;1;,;0;,;0;,;1;");";;;;
2539;,;2539;,;4;,;0;,;1;,;0;,;3;,;0;,;1;,;2;");";;;;
2540;,;2540;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;;;
2541;,;2541;,;3;,;0;,;1;,;1;,;0;,;1;,;2;,;2;");";;;;
2542;,;2542;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;;;
2543;,;2543;,;5;,;0;,;2;,;0;,;3;,;0;,;2;,;2;");";;;;
2544;,;2544;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;;;
2545;,;2545;,;4;,;0;,;2;,;0;,;2;,;0;,;2;,;2;");";;;;
2546;,;2546;,;2;,;0;,;2;,;0;,;0;,;0;,;2;,;1;");";;;;
2547;,;2547;,;2;,;0;,;0;,;0;,;2;,;0;,;0;,;2;");";;;;
2548;,;2548;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;;;
2549;,;2549;,;2;,;0;,;0;,;1;,;1;,;0;,;1;,;2;");";;;;
2550;,;2550;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;;;
2551;,;2551;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;;;
2552;,;2552;,;3;,;0;,;1;,;0;,;1;,;1;,;1;,;2;");";;;;
2553;,;2553;,;1;,;0;,;0;,;0;,;1;,;0;,;0;,;1;");";;;;
2554;,;2554;,;2;,;0;,;0;,;0;,;2;,;0;,;0;,;2;");";;;;
2555;,;2555;,;4;,;0;,;0;,;0;,;4;,;0;,;0;,;2;");";;;;
2556;,;2556;,;1;,;0;,;0;,;0;,;1;,;0;,;0;,;1;");";;;;
2557;,;2557;,;2;,;0;,;0;,;1;,;1;,;0;,;1;,;1;");";;;;
2558;,;2558;,;1;,;0;,;0;,;0;,;1;,;0;,;0;,;1;");";;;;
2559;,;2559;,;3;,;0;,;0;,;0;,;2;,;1;,;0;,;2;");";;;;
2560;,;2560;,;3;,;0;,;2;,;0;,;1;,;0;,;2;,;2;");";;;;
2561;,;2561;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;;;
2562;,;2562;,;4;,;1;,;0;,;1;,;1;,;1;,;1;,;1;");";;;;
2563;,;2563;,;2;,;0;,;0;,;0;,;2;,;0;,;0;,;2;");";;;;
2564;,;2564;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;;;
2565;,;2565;,;1;,;0;,;0;,;1;,;0;,;0;,;1;,;1;");";;;;
2566;,;2566;,;3;,;0;,;0;,;0;,;3;,;0;,;0;,;2;");";;;;
2567;,;2567;,;2;,;1;,;0;,;0;,;1;,;0;,;0;,;1;");";;;;
2568;,;2568;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;;;
2569;,;2569;,;1;,;0;,;0;,;0;,;1;,;0;,;0;,;1;");";;;;
2570;,;2570;,;3;,;0;,;1;,;0;,;0;,;2;,;1;,;2;");";;;;
2571;,;2571;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;;;
2572;,;2572;,;3;,;1;,;0;,;0;,;2;,;0;,;0;,;2;");";;;;
2573;,;2573;,;3;,;0;,;1;,;0;,;2;,;0;,;1;,;2;");";;;;
2574;,;2574;,;2;,;0;,;0;,;0;,;2;,;0;,;0;,;2;");";;;;
2575;,;2575;,;4;,;0;,;2;,;0;,;1;,;1;,;2;,;2;");";;;;
2576;,;2576;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;;;
2577;,;2577;,;3;,;0;,;1;,;0;,;2;,;0;,;1;,;2;");";;;;
2578;,;2578;,;2;,;0;,;0;,;0;,;2;,;0;,;0;,;2;");";;;;
2579;,;2579;,;5;,;0;,;2;,;0;,;3;,;0;,;2;,;2;");";;;;
2580;,;2580;,;4;,;1;,;0;,;1;,;1;,;1;,;1;,;2;");";;;;
2581;,;2581;,;5;,;0;,;3;,;1;,;1;,;0;,;4;,;2;");";;;;
2582;,;2582;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;;;
2583;,;2583;,;6;,;1;,;0;,;0;,;3;,;2;,;0;,;3;");";;;;
2584;,;2584;,;3;,;0;,;2;,;0;,;1;,;0;,;2;,;2;");";;;;
2585;,;2585;,;2;,;0;,;0;,;1;,;1;,;0;,;1;,;2;");";;;;
2586;,;2586;,;3;,;0;,;1;,;0;,;2;,;0;,;1;,;2;");";;;;
2587;,;2587;,;3;,;0;,;2;,;0;,;1;,;0;,;2;,;2;");";;;;
2588;,;2588;,;1;,;0;,;0;,;0;,;1;,;0;,;0;,;1;");";;;;
2589;,;2589;,;3;,;2;,;0;,;0;,;0;,;1;,;0;,;2;");";;;;
2590;,;2590;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;;;
2591;,;2591;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;;;
2592;,;2592;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;;;
2593;,;2593;,;2;,;0;,;0;,;1;,;1;,;0;,;1;,;1;");";;;;
2594;,;2594;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;;;
2595;,;2595;,;1;,;0;,;0;,;0;,;1;,;0;,;0;,;1;");";;;;
2596;,;2596;,;2;,;0;,;0;,;1;,;1;,;0;,;1;,;2;");";;;;
2597;,;2597;,;1;,;0;,;0;,;0;,;1;,;0;,;0;,;1;");";;;;
2598;,;2598;,;3;,;0;,;0;,;1;,;1;,;1;,;1;,;3;");";;;;
2599;,;2599;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;;;
2600;,;2600;,;2;,;0;,;0;,;1;,;1;,;0;,;1;,;2;");";;;;
2601;,;2601;,;2;,;0;,;0;,;0;,;2;,;0;,;0;,;2;");";;;;
2602;,;2602;,;2;,;0;,;0;,;1;,;1;,;0;,;1;,;2;");";;;;
2603;,;2603;,;3;,;0;,;1;,;0;,;2;,;0;,;1;,;2;");";;;;
2604;,;2604;,;2;,;0;,;0;,;0;,;2;,;0;,;0;,;2;");";;;;
2605;,;2605;,;2;,;1;,;0;,;0;,;1;,;0;,;0;,;2;");";;;;
2606;,;2606;,;2;,;0;,;0;,;0;,;2;,;0;,;0;,;2;");";;;;
2607;,;2607;,;5;,;0;,;1;,;0;,;2;,;2;,;1;,;3;");";;;;
2608;,;2608;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;;;
2609;,;2609;,;3;,;0;,;0;,;2;,;1;,;0;,;2;,;2;");";;;;
2610;,;2610;,;1;,;0;,;0;,;0;,;1;,;0;,;0;,;1;");";;;;
2611;,;2611;,;4;,;0;,;3;,;0;,;1;,;0;,;3;,;2;");";;;;
2612;,;2612;,;2;,;0;,;2;,;0;,;0;,;0;,;2;,;1;");";;;;
2613;,;2613;,;2;,;0;,;0;,;0;,;2;,;0;,;0;,;2;");";;;;
2614;,;2614;,;3;,;0;,;1;,;0;,;1;,;1;,;1;,;2;");";;;;
2615;,;2615;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;;;
2616;,;2616;,;3;,;0;,;2;,;1;,;0;,;0;,;3;,;2;");";;;;
2617;,;2617;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;;;
2618;,;2618;,;2;,;0;,;0;,;1;,;1;,;0;,;1;,;2;");";;;;
2619;,;2619;,;2;,;0;,;0;,;1;,;1;,;0;,;1;,;2;");";;;;
2620;,;2620;,;4;,;0;,;0;,;0;,;4;,;0;,;0;,;4;");";;;;
2621;,;2621;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;;;
2622;,;2622;,;1;,;0;,;0;,;0;,;1;,;0;,;0;,;1;");";;;;
2623;,;2623;,;2;,;1;,;0;,;0;,;0;,;1;,;0;,;1;");";;;;
2624;,;2624;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;;;
2625;,;2625;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;;;
2626;,;2626;,;2;,;0;,;0;,;0;,;1;,;1;,;0;,;2;");";;;;
2627;,;2627;,;3;,;0;,;1;,;0;,;2;,;0;,;1;,;3;");";;;;
2628;,;2628;,;3;,;0;,;0;,;0;,;3;,;0;,;0;,;1;");";;;;
2629;,;2629;,;3;,;0;,;0;,;0;,;3;,;0;,;0;,;3;");";;;;
2630;,;2630;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;;;
2631;,;2631;,;3;,;0;,;2;,;0;,;1;,;0;,;2;,;2;");";;;;
2632;,;2632;,;1;,;0;,;0;,;0;,;1;,;0;,;0;,;1;");";;;;
2633;,;2633;,;2;,;0;,;0;,;0;,;1;,;1;,;0;,;2;");";;;;
2634;,;2634;,;2;,;1;,;0;,;0;,;1;,;0;,;0;,;2;");";;;;
2635;,;2635;,;2;,;0;,;0;,;1;,;1;,;0;,;1;,;2;");";;;;
2636;,;2636;,;3;,;0;,;1;,;1;,;1;,;0;,;2;,;2;");";;;;
2637;,;2637;,;2;,;0;,;0;,;0;,;2;,;0;,;0;,;2;");";;;;
2638;,;2638;,;4;,;0;,;2;,;1;,;1;,;0;,;3;,;2;");";;;;
2639;,;2639;,;4;,;0;,;2;,;0;,;2;,;0;,;2;,;3;");";;;;
2640;,;2640;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;;;
2641;,;2641;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;;;
2642;,;2642;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;;;
2643;,;2643;,;2;,;0;,;0;,;1;,;1;,;0;,;1;,;1;");";;;;
2644;,;2644;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;;;
2645;,;2645;,;4;,;0;,;1;,;1;,;0;,;2;,;2;,;3;");";;;;
2646;,;2646;,;2;,;0;,;0;,;1;,;1;,;0;,;1;,;2;");";;;;
2647;,;2647;,;3;,;0;,;1;,;0;,;2;,;0;,;1;,;2;");";;;;
2648;,;2648;,;6;,;0;,;2;,;0;,;4;,;0;,;2;,;4;");";;;;
2649;,;2649;,;3;,;0;,;0;,;0;,;3;,;0;,;0;,;3;");";;;;
2650;,;2650;,;3;,;0;,;0;,;1;,;2;,;0;,;1;,;2;");";;;;
2651;,;2651;,;2;,;1;,;0;,;0;,;0;,;1;,;0;,;1;");";;;;
2652;,;2652;,;2;,;1;,;0;,;0;,;1;,;0;,;0;,;2;");";;;;
2653;,;2653;,;2;,;0;,;0;,;0;,;2;,;0;,;0;,;2;");";;;;
2654;,;2654;,;1;,;0;,;0;,;0;,;1;,;0;,;0;,;1;");";;;;
2655;,;2655;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;;;
2656;,;2656;,;2;,;1;,;0;,;0;,;1;,;0;,;0;,;2;");";;;;
2657;,;2657;,;4;,;0;,;0;,;0;,;3;,;1;,;0;,;2;");";;;;
2658;,;2658;,;3;,;0;,;2;,;0;,;0;,;1;,;2;,;2;");";;;;
2659;,;2659;,;2;,;0;,;0;,;1;,;1;,;0;,;1;,;2;");";;;;
2660;,;2660;,;1;,;0;,;0;,;0;,;1;,;0;,;0;,;1;");";;;;
2661;,;2661;,;2;,;1;,;0;,;0;,;1;,;0;,;0;,;2;");";;;;
2662;,;2662;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;;;
2663;,;2663;,;3;,;0;,;1;,;1;,;1;,;0;,;2;,;2;");";;;;
2664;,;2664;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;;;
2665;,;2665;,;1;,;0;,;0;,;0;,;1;,;0;,;0;,;1;");";;;;
2666;,;2666;,;4;,;0;,;1;,;0;,;3;,;0;,;1;,;4;");";;;;
2667;,;2667;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;;;
2668;,;2668;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;;;
2669;,;2669;,;1;,;0;,;0;,;1;,;0;,;0;,;1;,;1;");";;;;
2670;,;2670;,;4;,;0;,;0;,;0;,;4;,;0;,;0;,;4;");";;;;
2671;,;2671;,;3;,;0;,;0;,;2;,;1;,;0;,;2;,;2;");";;;;
2672;,;2672;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;;;
2673;,;2673;,;4;,;0;,;0;,;0;,;1;,;3;,;0;,;3;");";;;;
2674;,;2674;,;1;,;1;,;0;,;0;,;0;,;0;,;0;,;1;");";;;;
2675;,;2675;,;4;,;0;,;1;,;0;,;2;,;1;,;1;,;3;");";;;;
2676;,;2676;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;;;
2677;,;2677;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;;;
2678;,;2678;,;2;,;0;,;0;,;0;,;2;,;0;,;0;,;2;");";;;;
2679;,;2679;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;;;
2680;,;2680;,;3;,;0;,;1;,;0;,;1;,;1;,;1;,;1;");";;;;
2681;,;2681;,;2;,;0;,;0;,;1;,;1;,;0;,;1;,;2;");";;;;
2682;,;2682;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;;;
2683;,;2683;,;3;,;0;,;0;,;1;,;2;,;0;,;1;,;2;");";;;;
2684;,;2684;,;4;,;0;,;1;,;1;,;2;,;0;,;2;,;2;");";;;;
2685;,;2685;,;1;,;0;,;0;,;0;,;1;,;0;,;0;,;1;");";;;;
2686;,;2686;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;;;
2687;,;2687;,;3;,;0;,;2;,;0;,;1;,;0;,;2;,;2;");";;;;
2688;,;2688;,;3;,;0;,;2;,;0;,;1;,;0;,;2;,;2;");";;;;
2689;,;2689;,;2;,;1;,;0;,;0;,;1;,;0;,;0;,;2;");";;;;
2690;,;2690;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;;;
2691;,;2691;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;;;
2692;,;2692;,;1;,;0;,;0;,;0;,;1;,;0;,;0;,;1;");";;;;
2693;,;2693;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;;;
2694;,;2694;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;;;
2695;,;2695;,;13;,;1;,;4;,;4;,;4;,;0;,;8;,;8;");";;;;
2696;,;2696;,;1;,;0;,;0;,;0;,;1;,;0;,;0;,;1;");";;;;
2697;,;2697;,;1;,;0;,;0;,;0;,;1;,;0;,;0;,;1;");";;;;
2698;,;2698;,;2;,;0;,;0;,;0;,;1;,;1;,;0;,;2;");";;;;
2699;,;2699;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;;;
2700;,;2700;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;;;
2701;,;2701;,;3;,;2;,;0;,;0;,;1;,;0;,;0;,;2;");";;;;
2702;,;2702;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;;;
2703;,;2703;,;3;,;0;,;1;,;0;,;2;,;0;,;1;,;3;");";;;;
2704;,;2704;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;;;
2705;,;2705;,;2;,;0;,;0;,;0;,;2;,;0;,;0;,;2;");";;;;
2706;,;2706;,;2;,;0;,;0;,;1;,;1;,;0;,;1;,;2;");";;;;
2707;,;2707;,;1;,;0;,;0;,;0;,;1;,;0;,;0;,;1;");";;;;
2708;,;2708;,;1;,;0;,;0;,;0;,;1;,;0;,;0;,;1;");";;;;
2709;,;2709;,;1;,;0;,;0;,;0;,;1;,;0;,;0;,;1;");";;;;
2710;,;2710;,;5;,;0;,;0;,;1;,;2;,;2;,;1;,;3;");";;;;
2711;,;2711;,;5;,;1;,;1;,;0;,;2;,;1;,;1;,;3;");";;;;
2712;,;2712;,;3;,;1;,;0;,;0;,;1;,;1;,;0;,;2;");";;;;
2713;,;2713;,;2;,;0;,;0;,;0;,;2;,;0;,;0;,;2;");";;;;
2714;,;2714;,;2;,;0;,;0;,;0;,;2;,;0;,;0;,;2;");";;;;
2715;,;2715;,;2;,;0;,;0;,;0;,;2;,;0;,;0;,;2;");";;;;
2716;,;2716;,;2;,;0;,;0;,;1;,;1;,;0;,;1;,;2;");";;;;
2717;,;2717;,;2;,;1;,;1;,;0;,;0;,;0;,;1;,;1;");";;;;
2718;,;2718;,;2;,;0;,;0;,;1;,;1;,;0;,;1;,;2;");";;;;
2719;,;2719;,;2;,;0;,;0;,;1;,;1;,;0;,;1;,;2;");";;;;
2720;,;2720;,;4;,;0;,;0;,;0;,;3;,;1;,;0;,;4;");";;;;
2721;,;2721;,;2;,;0;,;0;,;1;,;1;,;0;,;1;,;2;");";;;;
2722;,;2722;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;;;
2723;,;2723;,;2;,;0;,;0;,;0;,;2;,;0;,;0;,;2;");";;;;
2724;,;2724;,;1;,;0;,;0;,;0;,;1;,;0;,;0;,;1;");";;;;
2725;,;2725;,;2;,;0;,;0;,;0;,;2;,;0;,;0;,;2;");";;;;
2726;,;2726;,;1;,;0;,;0;,;0;,;1;,;0;,;0;,;1;");";;;;
2727;,;2727;,;1;,;0;,;0;,;0;,;1;,;0;,;0;,;1;");";;;;
2728;,;2728;,;4;,;1;,;1;,;1;,;0;,;1;,;2;,;2;");";;;;
2729;,;2729;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;;;
2730;,;2730;,;6;,;0;,;0;,;0;,;6;,;0;,;0;,;2;");";;;;
2731;,;2731;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;;;
2732;,;2732;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;;;
2733;,;2733;,;3;,;0;,;1;,;0;,;1;,;1;,;1;,;2;");";;;;
2734;,;2734;,;3;,;1;,;1;,;0;,;1;,;0;,;1;,;2;");";;;;
2735;,;2735;,;4;,;0;,;2;,;0;,;2;,;0;,;2;,;3;");";;;;
2736;,;2736;,;3;,;1;,;0;,;0;,;2;,;0;,;0;,;2;");";;;;
2737;,;2737;,;2;,;0;,;0;,;1;,;1;,;0;,;1;,;2;");";;;;
2738;,;2738;,;5;,;0;,;0;,;4;,;1;,;0;,;4;,;2;");";;;;
2739;,;2739;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;;;
2740;,;2740;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;;;
2741;,;2741;,;3;,;0;,;2;,;0;,;1;,;0;,;2;,;2;");";;;;
2742;,;2742;,;4;,;0;,;0;,;1;,;2;,;1;,;1;,;3;");";;;;
2743;,;2743;,;1;,;0;,;0;,;1;,;0;,;0;,;1;,;1;");";;;;
2744;,;2744;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;;;
2745;,;2745;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;;;
2746;,;2746;,;3;,;0;,;0;,;0;,;3;,;0;,;0;,;3;");";;;;
2747;,;2747;,;1;,;0;,;0;,;1;,;0;,;0;,;1;,;1;");";;;;
2748;,;2748;,;6;,;1;,;2;,;1;,;1;,;1;,;3;,;3;");";;;;
2749;,;2749;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;;;
2750;,;2750;,;2;,;0;,;0;,;0;,;2;,;0;,;0;,;2;");";;;;
2751;,;2751;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;;;
2752;,;2752;,;1;,;0;,;0;,;0;,;1;,;0;,;0;,;1;");";;;;
2753;,;2753;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;;;
2754;,;2754;,;2;,;0;,;0;,;0;,;2;,;0;,;0;,;2;");";;;;
2755;,;2755;,;3;,;0;,;1;,;0;,;2;,;0;,;1;,;3;");";;;;
2756;,;2756;,;4;,;1;,;0;,;1;,;2;,;0;,;1;,;2;");";;;;
2757;,;2757;,;3;,;0;,;1;,;0;,;2;,;0;,;1;,;2;");";;;;
2758;,;2758;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;;;
2759;,;2759;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;;;
2760;,;2760;,;4;,;0;,;0;,;0;,;4;,;0;,;0;,;4;");";;;;
2761;,;2761;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;;;
2762;,;2762;,;2;,;0;,;0;,;1;,;1;,;0;,;1;,;2;");";;;;
2763;,;2763;,;3;,;0;,;1;,;0;,;2;,;0;,;1;,;2;");";;;;
2764;,;2764;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;;;
2765;,;2765;,;8;,;5;,;0;,;0;,;1;,;2;,;0;,;2;");";;;;
2766;,;2766;,;1;,;0;,;0;,;0;,;1;,;0;,;0;,;1;");";;;;
2767;,;2767;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;;;
2768;,;2768;,;2;,;0;,;0;,;0;,;2;,;0;,;0;,;2;");";;;;
2769;,;2769;,;1;,;0;,;0;,;0;,;1;,;0;,;0;,;1;");";;;;
2770;,;2770;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;;;
2771;,;2771;,;2;,;0;,;0;,;1;,;1;,;0;,;1;,;2;");";;;;
2772;,;2772;,;4;,;0;,;1;,;2;,;1;,;0;,;3;,;3;");";;;;
2773;,;2773;,;1;,;0;,;0;,;0;,;1;,;0;,;0;,;1;");";;;;
2774;,;2774;,;3;,;0;,;1;,;0;,;2;,;0;,;1;,;3;");";;;;
2775;,;2775;,;3;,;0;,;0;,;0;,;3;,;0;,;0;,;2;");";;;;
2776;,;2776;,;3;,;0;,;0;,;0;,;3;,;0;,;0;,;3;");";;;;
2777;,;2777;,;2;,;0;,;0;,;1;,;0;,;1;,;1;,;1;");";;;;
2778;,;2778;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;;;
2779;,;2779;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;;;
2780;,;2780;,;1;,;1;,;0;,;0;,;0;,;0;,;0;,;1;");";;;;
2781;,;2781;,;2;,;1;,;0;,;0;,;1;,;0;,;0;,;2;");";;;;
2782;,;2782;,;2;,;1;,;0;,;0;,;1;,;0;,;0;,;1;");";;;;
2783;,;2783;,;2;,;0;,;0;,;0;,;2;,;0;,;0;,;2;");";;;;
2784;,;2784;,;2;,;0;,;0;,;0;,;2;,;0;,;0;,;2;");";;;;
2785;,;2785;,;2;,;0;,;0;,;0;,;2;,;0;,;0;,;2;");";;;;
2786;,;2786;,;2;,;0;,;0;,;0;,;2;,;0;,;0;,;2;");";;;;
2787;,;2787;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;;;
2788;,;2788;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;;;
2789;,;2789;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;;;
2790;,;2790;,;3;,;0;,;0;,;0;,;3;,;0;,;0;,;2;");";;;;
2791;,;2791;,;3;,;0;,;0;,;2;,;1;,;0;,;2;,;2;");";;;;
2792;,;2792;,;1;,;0;,;0;,;0;,;1;,;0;,;0;,;1;");";;;;
2793;,;2793;,;4;,;1;,;1;,;1;,;1;,;0;,;2;,;2;");";;;;
2794;,;2794;,;1;,;0;,;0;,;0;,;1;,;0;,;0;,;1;");";;;;
2795;,;2795;,;4;,;0;,;0;,;1;,;3;,;0;,;1;,;3;");";;;;
2796;,;2796;,;3;,;0;,;2;,;0;,;1;,;0;,;2;,;3;");";;;;
2797;,;2797;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;;;
2798;,;2798;,;2;,;0;,;0;,;0;,;2;,;0;,;0;,;2;");";;;;
2799;,;2799;,;3;,;0;,;2;,;0;,;1;,;0;,;2;,;2;");";;;;
2800;,;2800;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;;;
2801;,;2801;,;4;,;0;,;1;,;1;,;2;,;0;,;2;,;3;");";;;;
2802;,;2802;,;27;,;1;,;14;,;6;,;4;,;2;,;20;,;2;");";;;;
2803;,;2803;,;3;,;0;,;2;,;0;,;0;,;1;,;2;,;2;");";;;;
2804;,;2804;,;1;,;0;,;0;,;0;,;1;,;0;,;0;,;1;");";;;;
2805;,;2805;,;7;,;0;,;6;,;0;,;1;,;0;,;6;,;3;");";;;;
2806;,;2806;,;3;,;0;,;0;,;1;,;1;,;1;,;1;,;1;");";;;;
2807;,;2807;,;2;,;1;,;0;,;0;,;1;,;0;,;0;,;2;");";;;;
2808;,;2808;,;1;,;0;,;1;,;0;,;0;,;0;,;1;,;1;");";;;;
2809;,;2809;,;2;,;0;,;1;,;0;,;1;,;0;,;1;,;2;");";;;;
2810;,;2810;,;3;,;0;,;1;,;0;,;2;,;0;,;1;,;3;");";;;;
